Désignation,Référence,Enseigne,Représentant,Famille,Secteur,Tél,adresse,code_postal,commune,TOPCLIENT
RESIDENCE AUTONOMIE NOTRE DAME,17498,,Laurent DURIEUX,EHPAD,Val de Loire,02 41 62 85 79,"7, RUE TOURNERIT",49300,CHOLET,-
RESIDENCE BOIS VALLON,2943,EMERA,Herve QUELO,EHPAD,Centre Auvergne,04 73 88 26 00,"1, Rue de la Chenaie",63122,CEYRAT,-
RESIDENCE BOUIC MANOURY,15709,,Celine LUCION,EHPAD,Grand Nord-Est,02 35 96 77 11,373 Rue du Général de Gaulle,76640,FAUVILLE EN CAUX,-
RESIDENCE CAMILLE CLAUDEL,3567,,Aurore Auffret,EHPAD,Bretagne,02 40 45 85 55,RUE CAMILLE CLAUDEL,44570,TRIGNAC,-
RESIDENCE COLISEE DE LA TOUR,4930,COLISEE,Dorian SANCHEZ,EHPAD,Sud-Est,04 75 00 00 32,490 Chemin des Asclépios,26790,LA BAUME DE TRANSIT,-
RESIDENCE COTE D'AMOUR,3630,,Aurore Auffret,EHPAD,Bretagne,02 40 61 50 50,AVENUE DES PALOMBES,44380,PORNICHET,-
RESIDENCE COURTILLE,18698,,Herve QUELO,EHPAD,Centre Auvergne,0555816083,3 RUE RAYMOND CHRISTOFLOUR,23000,GUERET,-
RESIDENCE CROIX ROUGE FRANCAISE,3141,,Laurent DURIEUX,EHPAD,Val de Loire,05 65 32 42 92,Route Saint Denis,46110,VAYRAC,-
RESIDENCE DAMPIERRE,5240,,Celine LUCION,EHPAD,Grand Nord-Est,03 20 75 41 40,,59100,ROUBAIX,-
RESIDENCE DE L'AGARET EHPAD,5152,,Laurent DURIEUX,EHPAD,Val de Loire,02 51 90 90 27,9 RUE DU SABLAIS,85470,BREM SUR MER,-
RESIDENCE DE L'ILE VERTE,3243,,Aurore Auffret,EHPAD,Bretagne,02 40 78 70 50,35 Rue de I'Ile Verte,44310,ST PHILBERT DE GRAND LIEU,-
RESIDENCE DE LA PLAINE EHPAD (CHORUSPRO),4603,,Laurent DURIEUX,EHPAD,Val de Loire,05 49 63 01 74,3 boulevard des acacias,79390,THENEZAY,-
RESIDENCE DE LA VALLEE DU VOLP,1786,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 61 96 22 00,Route de Cazères,09230,STE CROIX VOLVESTRE,-
RESIDENCE DE LA VIGNE,3404,,Celine LUCION,EHPAD,Grand Nord-Est,03 20 58 43 64,place du général de Gaulle,59184,SAINGHIN EN WEPPES,-
RESIDENCE DE RETRAITE VAXY,3641,COLISEE,Celine LUCION,EHPAD,Grand Nord-Est,0387052023,MOULIN DE DOMEVRE,57170,VAXY,-
RESIDENCE DE SEVRES,15524,DOMIDEP,IDF,EHPAD,Ile de France,01 40 48 31 00,81 Rue Vaneau,75007,PARIS 07,-
RESIDENCE DES 3 MOULINS,16486,,Aurore Auffret,EHPAD,Bretagne,02 40 97 80 20,600 rue de l 'Ouche,44440,RIAILLE,-
RESIDENCE DES SOURCES EHPAD,0779,,Laurent DURIEUX,EHPAD,Val de Loire,02.41.64.61.68,"6, Rue d'Anjou",49230,SEVREMOINE,-
RESIDENCE DES SOURCES EHPAD,8573,Le Noble Âge,Aurelien COURTOISIER,EHPAD,Centre-Est,04 50 84 67 50,8 ROUTE DE L'HORLOGE,74500,EVIAN LES BAINS,-
RESIDENCE DOCTEUR GEHERRE LAMOTTE,16405,,Niels COLLEU,EHPAD,Normandie,02 43 70 52 08,17 RUE DE MORANNES,53290,ST DENIS D'NJOU,-
RESIDENCE DU BARETOUS,6667,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 34 66 08,Quartier Ripaude,64570,ARAMITS,-
RESIDENCE DU BOCAGE,2284,CEMAVIE,Aurore Auffret,EHPAD,Bretagne,02 40 72 35 45,340 rue Bocage,44440,JOUE SUR ERDRE,-
RESIDENCE DU BOIS CLAIR,5482,,IDF,EHPAD,Ile de France,02 32 60 06 63,ASCENSEUR RUE VIGNES,27320,NONANCOURT,-
RESIDENCE DU BOSC,3119,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 63 76 20 60,42 rue Antoine Pech,81400,CARMAUX,-
RESIDENCE DU BOURG NOUVEAU EHPAD COLISEE,4118,COLISEE,Laurent DURIEUX,EHPAD,Val de Loire,05 46 86 59 00,Boulevard René Gautret,17500,JONZAC,-
RESIDENCE DU CAP FLEURI EHPAD,3296,,Dorian SANCHEZ,EHPAD,Sud-Est,04 92 41 61 00,"45, avenue du 3 septembre",06320,CAP D'AIL,-
RESIDENCE DU GAST,4685,CCAS,Aurore Auffret,EHPAD,Bretagne,02 99 63 10 95,10 rue de la Perrière,35700,RENNES,-
RESIDENCE DU LAC EHPAD,1556,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 63 65 92 94,Avenue de Pechmeja,82130,LAFRANCAISE,-
RESIDENCE DU LAC EHPAD COLISEE,7994,COLISEE,Dorian SANCHEZ,EHPAD,Sud-Est,04 92 85 55 79,QUARTIER COSTEBELLE,04340,LA BREOLE,-
RESIDENCE DU PARC,4424,,Herve QUELO,EHPAD,Centre Auvergne,05 55 75 41 10,"2, rue Raoul Vergez",87350,PANAZOL,-
RESIDENCE DU PARC DE LA CORETTE,0383,,Dorian SANCHEZ,EHPAD,Sud-Est,05 65 66 02 33,"12 bis, avenue du Cardinal Verdier",12600,MUR DE BARREZ,-
RESIDENCE DU PARC EHPAD,3861,,Herve QUELO,EHPAD,Centre Auvergne,04 70 59 30 01,5 AVENUE CHABROL,03250,LE MAYET DE MONTAGNE,-
RESIDENCE DU PARC EHPAD,7737,,Aurelien COURTOISIER,EHPAD,Centre-Est,04 79 69 85 74,20 RUE DE L'EPINE,73160,COGNIN,-
RESIDENCE ELISABETH,11463,,Celine LUCION,EHPAD,Grand Nord-Est,03 89 06 24 88,"18, rue de la Chapelle",68720,HOCHSTATT,-
RESIDENCE EMERA COTE DE NACRE,2480,EMERA,Niels COLLEU,EHPAD,Normandie,02 31 25 53 00,Les jardins de la brèche,14530,LUC SUR MER,-
RESIDENCE FLEURIE EHPAD,11715,,Dorian SANCHEZ,EHPAD,Sud-Est,04 93 18 02 92,85 avenue Raoul Dufy,06200,NICE,-
RESIDENCE FOYER L'ACCUEIL EHPAD,14478,,Dorian SANCHEZ,EHPAD,Sud-Est,04 67 73 03 00,21 RUE TRAS LA MURAILLE,34190,GANGES,-
RESIDENCE KHEOPS LES 4 SAISONS EHPAD,4973,,Laurent DURIEUX,EHPAD,Val de Loire,05 46 58 52 33,9 rue du Clos,17160,LES TOUCHES DE PERIGNY,-
RESIDENCE L'ESPERANCE - DIJON,14365,ARPAVIE,Aurelien COURTOISIER,EHPAD,Centre-Est,03 80 68 35 00,24 rue de Gray,21000,DIJON,-
RESIDENCE LA CAMPAGNARDE,4839,,Laurent DURIEUX,EHPAD,Val de Loire,02 54 95 51 51,81 RUE ERNEST GAUGIRAN,41600,LAMOTTE BEUVRON,-
RESIDENCE LA FONTAINE MEDICIS,3929,,Celine LUCION,EHPAD,Grand Nord-Est,03 23 66 85 10,1 RUE NAPOLEON BONAPARTE,02110,VAUX ANDIGNY,-
RESIDENCE LAS MELAIES,0565,,Herve QUELO,EHPAD,Centre Auvergne,05 55 62 82 65,3 rue Frémeaux,23220,BONNAT,-
RESIDENCE LE CLOS DU MOULIN,2683,,Aurore Auffret,EHPAD,Bretagne,02 40 33 32 80,rue de la galerne,44450,LA CHAPELLE BASSE MER,-
RESIDENCE LE CLOS FLEURI,2138,,Aurore Auffret,EHPAD,Bretagne,02 40 91 05 59,12 ter rue des écoles,44480,DONGES,-
RESIDENCE LE LEMAN EHPAD,7524,OMERIS,Aurelien COURTOISIER,EHPAD,Centre-Est,04 50 71 03 93,5 RUE DES MUSICIENS,74200,THONON LES BAINS,-
RESIDENCE LE MONTHEARD,2572,Le Noble Âge,Laurent DURIEUX,EHPAD,Val de Loire,02 43 40 26 00,2 allée Jean Lurçat,72000,LE MANS,-
RESIDENCE LE PERIGORD EHPAD,5912,,Laurent DURIEUX,EHPAD,Val de Loire,05 53 22 60 40,Route de Belves,24540,CAPDROT,-
RESIDENCE LE RIVAGE,0412,Fondation Partage et Vie (ex Caisse d'Epargne),Herve QUELO,EHPAD,Centre Auvergne,04 77 71 88 35,26-28 Boulevard Blanqui,42300,ROANNE,-
RESIDENCE LE ROSAIRE EHPAD KORIAN,3090,KORIAN,Dorian SANCHEZ,EHPAD,Sud-Est,04 94 25 30 50,335 chemin du Rosaire,83110,SANARY SUR MER,-
RESIDENCE LE SACRE COEUR,7864,,Laurent DURIEUX,EHPAD,Val de Loire,05 49 75 86 95,3 RUE DE LA BELLE ETOILE,79410,CHERVEUX,-
RESIDENCE LEON GRIMAULT,4692,,Aurore Auffret,EHPAD,Bretagne,02 99 59 35 47,1 RUE DU PRE DU BRIS,35000,RENNES,-
RESIDENCE LES 3 HAMEAUX,8366,COLISEE,Celine LUCION,EHPAD,Grand Nord-Est,02 35 60 93 36,"Rue du Calvaire,",76750,MORGNY LA POMMERAYE,-
RESIDENCE LES BORDS DE SARTHE,2954,,Laurent DURIEUX,EHPAD,Val de Loire,02 41 42 21 28,Chemin de la pelouse,49640,MORANNES,-
RESIDENCE LES CHAMINADES,4933,COLISEE,Laurent DURIEUX,EHPAD,Val de Loire,05 53 13 74 40,Rue des Chaminades,24530,CHAMPAGNAC DE BELAIR,-
RESIDENCE LES CHANTERELLES,5256,,Laurent DURIEUX,EHPAD,Val de Loire,02 43 97 40 46,1 RUE DES CHANTERELLES,72260,MAROLLES LES BRAULTS,-
RESIDENCE LES ECRIVAINS,17709,,Aurore Auffret,EHPAD,Bretagne,02 28 55 06 00,42 AVENUE DES MIMOSAS,44350,GUERANDE,-
RESIDENCE LES JARDINS D'IROISE,4258,,Celine LUCION,EHPAD,Grand Nord-Est,03 27 49 13 13,15 RUE DE LA BATAILLE,59530,HERBIGNIES VILLEREAU,-
RESIDENCE LES JARDINS DE MEDICIS,4512,DOMUSVI,Celine LUCION,EHPAD,Grand Nord-Est,03 44 56 82 82,31 PLACE DE LA FERME DU FAY,60700,PONTPOINT,-
RESIDENCE LES JARDINS DE VENDAT (EX LES OPALINES EHPAD),4612,SGMR LES OPALINES,Herve QUELO,EHPAD,Centre Auvergne,04 70 41 41 28,19 route de Vichy,03110,VENDAT,-
RESIDENCE LES LOGIS DE LA PEVELE,15028,,Celine LUCION,EHPAD,Grand Nord-Est,03 20 59 33 24,227 rue Lucie et Raymond Aubrac,59830,CYSOING,-
RESIDENCE LES MAGNOLIAS,5328,,Celine LUCION,EHPAD,Grand Nord-Est,03 27 09 18 00,AVENUE DE LA PAIX,59770,MARLY,-
RESIDENCE LES MARRONNIERS,2197,UNIVI,Celine LUCION,EHPAD,Grand Nord-Est,03 20 72 65 75,45 avenue de la Marne,59700,MARCQ EN BAROEUL,-
RESIDENCE LES MIMOSAS,3411,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 63 48 63 48,80 avenue Loirat,81000,ALBI,-
RESIDENCE LES MONCELLIERES,14297,,Laurent DURIEUX,EHPAD,Val de Loire,02 41 39 21 13,5 chemin des moncellières,49123,INGRANDES,-
RESIDENCE LES TROENES EHPAD (EX-PROMEDIK),4262,,Laurent DURIEUX,EHPAD,Val de Loire,02 41 75 72 01,2 RUE DU CENTRE,49110,ST PIERRE MONTLIMART,-
RESIDENCE LES TULIPIERS,5329,,Celine LUCION,EHPAD,Grand Nord-Est,03 27 28 89 89,RUE PIERRE MATHIEU,59410,ANZIN,-
RESIDENCE LOUIS IX,5021,DOMIDEP,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 53 48 42 87,Route du Marin,47310,LAMONTJOIE,X
RESIDENCE MARIE ROMIER,4290,,Herve QUELO,EHPAD,Centre Auvergne,04 77 53 66 57,"27, rue Raoul Follereau",42350,LA TALAUDIERE,-
RESIDENCE MGEN,7818,MGEN,Celine LUCION,EHPAD,Grand Nord-Est,03 21 90 13 00,11 Rue du Onze Novembre,62140,HUBY ST LEU,-
RESIDENCE PAUL ANE EHPAD,1467,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 61 66 85 35,Avenue Poincaré,09140,SEIX,-
RESIDENCE PAUL ELUARD+++,3866,DOMIDEP,Aurelien COURTOISIER,EHPAD,Centre-Est,04 26 20 68 00,"3, chemin des Esses",69370,ST DIDIER AU MONT D'OR,-
RESIDENCE RETRAITE VAL FLEURI,2540,EMERA,Aurelien COURTOISIER,EHPAD,Centre-Est,04 50 84 88 00,15 place de Crête,74200,THONON LES BAINS,-
Résidence rosa bella,0735,KORIAN,Laurent DURIEUX,EHPAD,Val de Loire,05 53 61 80 17,L'escurétie,24140,MAURENS,-
RESIDENCE ROSE MAY,5241,,Celine LUCION,EHPAD,Grand Nord-Est,03 20 55 06 99,,59700,MARCQ EN BAROEUL,-
RESIDENCE SAINT ASTIER,1548,,Laurent DURIEUX,EHPAD,Val de Loire,05 65 21 20 60,5061A Quai du Vert,46150,CATUS,-
RESIDENCE SAINT CHARLES,12731,DOMIDEP,Herve QUELO,EHPAD,Centre Auvergne,03 86 35 06 66,"10, rue de la Halle",89600,ST FLORENTIN,-
RESIDENCE SAINT JEAN,2361,SOLEA,Dorian SANCHEZ,EHPAD,Sud-Est,05 65 44 85 06,Le Bourg,12460,ST AMANS DES COTS,-
RESIDENCE SAINT JOSEPH,2756,,Herve QUELO,EHPAD,Centre Auvergne,04 75 89 79 50,"46, boulevard Jean Mathon",07200,AUBENAS,-
RESIDENCE SAINT JOSEPH DOUBLON,0225,ADGESSA,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 53 24 70 87,"19, Avenue du Périgord",33220,PORT STE FOY ET PONCHAPT,-
RESIDENCE SAINT MONIQUE,3104,,Herve QUELO,EHPAD,Centre Auvergne,04 75 36 54 60,"3, route de Lazuel",07200,AUBENAS,-
RESIDENCE SAINT VINCENT DE PAUL,4291,,Herve QUELO,EHPAD,Centre Auvergne,04 77 74 23 15,"1, avenue Jacquemond",42028,SAINT ETIENNE,-
RESIDENCE SAINT-JEAN DOMUSVI EHPAD,14956,DOMUSVI,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 53 48 45 45,3 rue Tapie,47000,AGEN,-
RESIDENCE SAINTE CLAIRE (EX-PROMEDIK),1014,EMMAH,Laurent DURIEUX,EHPAD,Val de Loire,02 41 61 51 32,20 Rue Georges Bachelot,49520,NOYANT LA GRAVOYERE,-
Résidence SAINTE MARTHE EHPAD,3520,Fondation Partage et Vie (ex Caisse d'Epargne),Laurent DURIEUX,EHPAD,Val de Loire,05 53 92 51 00,3 rue Sainte Marthe,24320,LA TOUR BLANCHE- CERCLES,-
RESIDENCE SERVAT EHPAD,1465,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 61 04 02 00,,09320,MASSAT,-
RESIDENCE SERVICES FOCH,17499,,Laurent DURIEUX,EHPAD,Val de Loire,02 41 65 46 70,13 av du maréchal Foch,49300,CHOLET,-
RESIDENCE SIMON RINGEARD,2620,,Aurore Auffret,EHPAD,Bretagne,02 40 04 64 62,"26, rue du Clos Grillé",44640,LE PELLERIN,-
RESIDENCE ST BONNET,3278,,Herve QUELO,EHPAD,Centre Auvergne,02 48 23 14 40,12 Bd de la République,18000,BOURGES,-
RESIDENCE VAL DE NESTE SCAPA,7631,SCAPA,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 62 40 18 29,Chemin du Clouzet,65150,ST LAURENT DE NESTE,-
RESIDENCE VICTOR ECOMARD,3027,,Aurore Auffret,EHPAD,Bretagne,02 40 02 40 55,16 Place du 18 Juin 1940,44680,STE PAZANNE,-
RESIDENCES SAINT DOMINIQUE NE PAS LIVRER CF HERVE,16666,,Herve QUELO,EHPAD,Centre Auvergne,04 71 50 52 12,Place du Docteur Mouret,43100,BRIOUDE,X
RIVES D'ESTEREL EHPAD KORIAN,7880,KORIAN,Dorian SANCHEZ,EHPAD,Sud-Est,04 94 51 72 20,301 AV ANDREI SAKAROV,83600,FREJUS,-
RIVIERE ESPERANCE EHPAD,8457,,Laurent DURIEUX,EHPAD,Val de Loire,05 53 61 02 83,Allée rivière Espérance,24150,LALINDE,-
ROSE DES VENTS EHPAD VIVALTO,9631,VIVALTO,Laurent DURIEUX,EHPAD,Val de Loire,05 46 50 93 92,Rue de la Republique,17137,L'HOUMEAU,-
SAINT ALEXIS EHPAD,18055,,Aurore Auffret,EHPAD,Bretagne,02 99 00 51 14,RUE DU PATIS SIMON,35530,NOYAL SUR VILAINE,-
SAINT ANDRE EHPAD TITAN,7013,,Laurent DURIEUX,EHPAD,Val de Loire,05 49 48 60 29,6 AVENUE LOUIS RAISON,86260,ST PIERRE DE MAILLE,-
SAINT ANTOINE EHPAD,8011,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 28 52 31,380 rue de Sorholus,64470,TARDETS SORHOLUS,-
SAINT ASTIER EHPAD (Ne pas utiliser : utiliser 1548),3610,,Laurent DURIEUX,EHPAD,Val de Loire,05 65 21 20 60,Pré de la société,46150,CATUS,-
SAINT DEODAT EHPAD - ST DIE,10258,,Celine LUCION,EHPAD,Grand Nord-Est,03 29 56 38 04,"19, avenue Robache",88100,ST DIE,-
SAINT DOMINEUC EHPAD,12850,,Aurore Auffret,EHPAD,Bretagne,02 99 45 21 49,2 Rue du Clos-des-Michel,35190,ST DOMINEUC,-
SAINT DOMINIQUE EHPAD,5425,SOLEA,Dorian SANCHEZ,EHPAD,Sud-Est,05 65 69 14 12,Rue Saint Dominique,12160,GRAMOND,-
SAINT FRANCOIS EHPAD,15783,SOS,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 63 33 01 80,Gr Grande Rue,81600,CADALEN,-
SAINT GERMAIN EHPAD,9138,HABITAT & HUMANISME SOIN,Aurelien COURTOISIER,EHPAD,Centre-Est,04 76 41 63 30,9 CHEMIN DU MAS SAINT-GERMAIN,38700,LA TRONCHE,-
SAINT GILDAS EHPAD,15103,CEMAVIE,Aurore Auffret,EHPAD,Bretagne,02 40 82 06 30,9 Rue de la République Sainte-Marie,44210,STE MARIE,-
SAINT GOTHARD EHPAD,4378,,Celine LUCION,EHPAD,Grand Nord-Est,03 88 37 83 00,6 rue de Schaffhouse,67000,STRASBOURG,-
SAINT JACQUES EHPAD,5837,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 62 79 87 60,Chemin de Piquette,31330,GRENADE,-
SAINT JACQUES EHPAD-CADOURS,1372,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 61 09 63 00,En palanque,31480,CADOURS,-
SAINT JOSEPH,16479,,Celine LUCION,EHPAD,Grand Nord-Est,03 88 45 53 20,9 RUE D YPRES,67000,STRASBOURG,-
SAINT JOSEPH EHPAD,2412,,Herve QUELO,EHPAD,Centre Auvergne,04 70 67 03 02,8 rue de la Paroisse,03160,BOURBON L'ARCHAMBAULT,-
SAINT JOSEPH EHPAD,3657,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 63 74 01 49,44 allée Chateau,81260,BRASSAC,-
SAINT JOSEPH EHPAD,5131,,IDF,EHPAD,Ile de France,01 64 24 32 36,41 AVENUE DE FONTAINEBLEAU,77760,LA CHAPELLE LA REINE,-
SAINT JOSEPH EHPAD ADGESSA,16576,ADGESSA,Laurent DURIEUX,EHPAD,Val de Loire,05 53 24 70 87,19 avenue du Périgord,33220,PORT STE FOY ET PONCHAPT,-
SAINT JOSEPH MAISON DE RETRAITE,8499,HABITAT & HUMANISME SOIN,Aurelien COURTOISIER,EHPAD,Centre-Est,03 80 23 20 24,"14, rue du Moulin",21490,ST JULIEN,-
SAINT LOUIS DU GOLFE EHPAD,5130,OMERIS,Dorian SANCHEZ,EHPAD,Sud-Est,04 67 66 33 39,255 RUE SAINT LOUIS,34280,LA GRANDE MOTTE,-
SAINT MARTIN EHPAD - HILSENHEIM,6002,,Celine LUCION,EHPAD,Grand Nord-Est,03 88 85 92 92,"8, rue du Cygne",67600,HILSENHEIM,-
SAINT MARTIN RESIDENCE,13363,,Aurore Auffret,EHPAD,Bretagne,02 40 31 32 98,10 Rue du Docteur Grosse,44118,LA CHEVROLIERE,X
SAINT MAUR EHPAD,16481,DOMUSVI,Celine LUCION,EHPAD,Grand Nord-Est,03 20 15 68 68,15 AVENUE SAINT MAUR,59110,LA MADELEINE,-
SAINT MICHEL EHPAD,14823,,Aurore Auffret,EHPAD,Bretagne,02 98 68 01 42,Kervoanec,29400,PLOUGOURVEST,-
SAINT NICOLAS EHPAD,15902,,Aurore Auffret,EHPAD,Bretagne,02 98 69 72 63,31 Rue Brizeux,29680,ROSCOFF,-
SAINT THIBAULT EHPAD,2948,,Laurent DURIEUX,EHPAD,Val de Loire,05 49 89 06 27,2 rue Galilée,86340,FLEURE,-
SAINT VETERIN EHPAD - CDE 12885,1662,,Laurent DURIEUX,EHPAD,Val de Loire,02 41 51 99 07,"4, Rue Croix de Mission",49350,GENNES,-
SAINT VINCENT DE PAUL EHPAD,6274,ITINOVA,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 63 75 04 05,Le Bourg,81700,BLAN,-
SAINT VINCENT DE PAUL EHPAD- RESO OCCITANIE,1375,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 61 82 20 09,20 Parc Xeraco,31150,BRUGUIERES,-
SAINT VINCENT MAISON DE RETRAITE,13385,,Celine LUCION,EHPAD,Grand Nord-Est,03 87 05 11 12,,57170,CHATEAU SALINS,-
SAINT VINCENT SAINTE CROIX EHPAD,2890,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 63 74 42 00,"23, rue Balette",81540,SOREZE,-
SAINT-ANTOINE EHPAD,16347,CCAS,Dorian SANCHEZ,EHPAD,Sud-Est,04 67 76 86 96,17 RUE DU TUNNEL,34500,BEZIERS,-
SAINT-JACQUES EHPAD,1279,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 62 79 95 60,9 rue Pierre Marchet,31340,VILLEMUR SUR TARN,-
SAINT-JOSEPH EHPAD,1281,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 61 82 41 23,Avenue de Toulouse,31620,FRONTON,-
SAINT-JOSEPH EHPAD,1460,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 61 04 00 90,Le Village,09140,OUST,-
SAINT-VINCENT DE PAUL EHPAD,1738,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 63 37 05 67,Mont de Lacaue Montagne du Haut Lan,81230,LACAUNE,-
SAINTE ANNE EHPAD,13793,CCAS,Aurore Auffret,EHPAD,Bretagne,02 96 37 22 22,6 Rue Paul Peral,22300,LANNION,-
SAINTE ANNE RESIDENCE,4796,,Aurelien COURTOISIER,EHPAD,Centre-Est,04 78 64 05 05,"3, avenue Douaumont",69009,LYON 09,-
SAINTE ELISABETH EHPAD,4483,,Herve QUELO,EHPAD,Centre Auvergne,04 73 65 82 27,"2, Chemin des Stades",63210,ROCHEFORT MONTAGNE,-
SAINTE ELISABETH EHPAD,4815,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 65 73 04,a/a de Madame SILVARES,64120,ST PALAIS,-
SAINTE MADELEINE MDR,13355,,Celine LUCION,EHPAD,Grand Nord-Est,03 82 88 04 64,12 RUE DE GUETRANGE,57100,THIONVILLE,-
SAINTE MARIE EHPAD,5039,,Celine LUCION,EHPAD,Grand Nord-Est,03 87 95 17 05,40 RUE DES ROMAINS,57200,SARREGUEMINES,-
SAINTE MARTHE EHPAD,5531,SOLEA,Dorian SANCHEZ,EHPAD,Sud-Est,05 65 71 30 00,70 rue Parro,12450,CALMONT,-
SAINTE SOPHIE EHPAD,5976,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 63 27 13 00,661 Rue du Pezoulat,82170,GRISOLLES,-
SAMDO ROCHEBELLE EHPAD,3934,,Dorian SANCHEZ,EHPAD,Sud-Est,04 66 34 76 00,"17, rue des Chataîgners",30100,ALES,-
SANTA MONICA EHPAD,8894,,Laurent DURIEUX,EHPAD,Val de Loire,05 49 87 23 23,LA VAllée des Bas Champs,86400,CIVRAY,-
SAPHIR FONDATION,10442,,Export,EHPAD,Export,0041244243125,route de Bellevue 53,1401,Yverdon-les-Bains,-
SIMONE DE BEAUVOIR RESIDENCE EHPAD,3416,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 56 70 13 63,Allées Preuilha,33160,ST MEDARD EN JALLES,-
SOUBEIRAN EHPAD,9099,,Dorian SANCHEZ,EHPAD,Sud-Est,04 66 85 30 73,A l'attention de Mme NOYE / CDS,30270,ST JEAN DU GARD,-
SSR CLINIQUE LE RECONFORT,18710,,Herve QUELO,EHPAD,Centre Auvergne,0386248005,3 LE RECONFORT,58190,SAIZY,-
ST JOSEPH EHPAD,2968,,Herve QUELO,EHPAD,Centre Auvergne,04 73 31 94 10,20 avenue de Villars,63400,CHAMALIERES,X
TIERS TEMPS DOMUSVI,15203,DOMUSVI,Celine LUCION,EHPAD,Grand Nord-Est,02 35 14 53 53,86/88 Rue des Bons Enfants,76000,ROUEN,-
TIERS TEMPS GAP EHPAD DOMUSVI,4198,DOMUSVI,Dorian SANCHEZ,EHPAD,Sud-Est,04 92 49 63 13,"27, rue Charles Aurouze",05000,GAP,-
TOKI EDER EHPAD -ST JEAN PIED DE PORT,3233,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 37 05 67,"15, avenue Renaud",64220,ST JEAN PIED DE PORT,-
UNITE SOLEIL DE MALAUSSANNE,5651,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 04 50 00,Bourg,64410,MALAUSSANNE,-
UNITE SOLEIL DE MAZEROLLES,5649,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 62 63 33,11 rue des Ecoles,64230,MAZEROLLES,-
UNITE SOLEIL DE MORLANNE,5652,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 61 45 66,Route des Arènes,64370,MORLANNE,-
URTABURU EHPAD COLISEE,3450,COLISEE,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 85 27 00,5 avenue Lahanchipia,64500,ST JEAN DE LUZ,-
VAL DU CELE EHPAD,4094,,Laurent DURIEUX,EHPAD,Val de Loire,05 65 34 90 84,Les Sonneries,46270,BAGNAC SUR CELE,-
VIA MONESTIR EHPAD,6395,,Dorian SANCHEZ,EHPAD,Sud-Est,04 68 38 76 00,10 av de la Déclaration,66240,ST ESTEVE,-
VICTOR SCHOELCHER EHPAD CH,16521,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 57 55 16 40,112 rue de la Marne,33500,LIBOURNE,-
VIEIL ASSANTZA EHPAD,8194,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 93 74 40,A/A de Mme Carmen,64250,CAMBO LES BAINS,-
VILL'ALIZE EHPAD,15697,KORIAN,Aurelien COURTOISIER,EHPAD,Centre-Est,03 81 61 00 04,2 RUE DES CHENEVIERES,25220,THISE,-
VILLA BONTEMPS EHPAD KORIAN,11698,KORIAN,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 56 84 49 49,257 route de Toulouse,33400,TALENCE,-
VILLA CASTERA EHPAD KORIAN,7232,KORIAN,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 62 28 78 00,3 rue de l'Armagnac,32410,CASTERA VERDUZAN,-
VILLA D'OZON EHPAD,15693,COLISEE,Herve QUELO,EHPAD,Centre Auvergne,03 86 65 18 29,18 RUE JEAN MERMOZ,89100,ST CLEMENT,-
VILLA DE L'ERMITAGE EHPAD LOGEA,7296,LOGEA,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 53 95 44 70,58 Boulevard Sylvain Dumon,47000,AGEN,-
