Nom;Numero;TypeVoie;VilleCP;adresse;code_postal;commune;longitude;latitude;result_score;result_score_next;result_label;result_type;result_id;result_housenumber;result_name;result_street;result_postcode;result_city;result_context;result_citycode;result_oldcitycode;result_oldcity;result_district;result_status
EHPAD OULCHY-LE-CHÃ‚TEAU;4;R;02210 OULCHY LE CHATEAU;4 R;2210;OULCHY LE CHATEAU;3.387013;49.202692;0.7947007692307692;0.6501869778869778;Oulchy-le-Château;municipality;2580;;Oulchy-le-Château;;2210;Oulchy-le-Château;02, Aisne, Hauts-de-France;2580;;;;ok
EHPAD OREE DES BOIS LECLÃˆRE;6;R;02410 ST GOBAIN;6 R;2410;ST GOBAIN;3.388215;49.595971;0.5674128099173553;0.509418211143695;Saint-Gobain;municipality;2680;;Saint-Gobain;;2410;Saint-Gobain;02, Aisne, Hauts-de-France;2680;;;;ok
EHPAD SEBONCOURT;24;R;02110 SEBONCOURT;24 R;2110;SEBONCOURT;3.478988;49.956468;0.7086063636363636;0.5658141558441557;Seboncourt;municipality;2703;;Seboncourt;;2110;Seboncourt;02, Aisne, Hauts-de-France;2703;;;;ok
EHPAD BOSQUET VILLERS-COTTERÃŠTS;2;R;02600 VILLERS COTTERETS;2 R;2600;VILLERS COTTERETS;3.137554;49.220744;0.7400818181818181;0.6625860687960687;2 Rue de Villers Cotterets 02600 Oigny-en-Valois;housenumber;02568_0070_00002;2;2 Rue de Villers Cotterets;Rue de Villers Cotterets;2600;Oigny-en-Valois;02, Aisne, Hauts-de-France;2568;;;;ok
EHPAD NEUILLY-SAINT-FRONT;1;R;02470 NEUILLY ST FRONT;1 R;2470;NEUILLY ST FRONT;3.261175;49.170649;0.5744923543123542;0.5393482251082251;1 Rue Remart 02470 Neuilly-Saint-Front;housenumber;02543_0170_00001;1;1 Rue Remart;Rue Remart;2470;Neuilly-Saint-Front;02, Aisne, Hauts-de-France;2543;;;;ok
EHPAD SAINT-VINCENT-DE-PAUL;1;R;02550 ORIGNY EN THIERACHE;1 R;2550;ORIGNY EN THIERACHE;4.007957;49.886692;0.8070135064935064;0.6857211961722487;Origny-en-Thiérache;municipality;2574;;Origny-en-Thiérache;;2550;Origny-en-Thiérache;02, Aisne, Hauts-de-France;2574;;;;ok
EHPAD NOTRE DAME SAINT-QUENTIN;4;R;02100 ST QUENTIN;4 R;2100;ST QUENTIN;3.283892;49.845906;0.5553004958677685;0.555043896103896;4 Rue Pasteur 02100 Saint-Quentin;housenumber;02691_4320_00004;4;4 Rue Pasteur;Rue Pasteur;2100;Saint-Quentin;02, Aisne, Hauts-de-France;2691;;;;ok
EHPAD MAISON DE POMMERY;1;HAM;02590 ETREILLERS;1 HAM;2590;ETREILLERS;3.162063;49.827251;0.6765042857142857;0.6013132996632997;Étreillers;municipality;2296;;Étreillers;;2590;Étreillers;02, Aisne, Hauts-de-France;2296;;;;ok
EHPAD COALLIA CORBENY;23;RTE;02820 CORBENY;23 RTE;2820;CORBENY;3.824721;49.464115;0.5998399521531099;0.5275148484848484;Corbeny;municipality;2215;;Corbeny;;2820;Corbeny;02, Aisne, Hauts-de-France;2215;;;;ok
EHPAD CASTEL FLAVY-LE-MARTEL;20;R;02520 FLAVY LE MARTEL;20 R;2520;FLAVY LE MARTEL;3.19006;49.70627;0.7560927272727272;0.6193954066985645;Flavy-le-Martel;municipality;2315;;Flavy-le-Martel;;2520;Flavy-le-Martel;02, Aisne, Hauts-de-France;2315;;;;ok
EHPAD PORTES CHAMPAGNE CHÃ‰ZY-SUR-MARNE;25;;02570 CHEZY SUR MARNE;25;2570;CHEZY SUR MARNE;3.39778;48.983014;0.8181501976284584;0.6781251790633609;Chézy-sur-Marne;municipality;2186;;Chézy-sur-Marne;;2570;Chézy-sur-Marne;02, Aisne, Hauts-de-France;2186;;;;ok
EHPAD EPMS COURTEMONT-VARENNES;20;RTE;02850 COURTEMONT VARENNES;20 RTE;2850;COURTEMONT VARENNES;3.544508;49.073181;0.7255232258064515;0.6655251842751843;Courtemont-Varennes;municipality;2228;;Courtemont-Varennes;;2850;Courtemont-Varennes;02, Aisne, Hauts-de-France;2228;;;;ok
LA NOUVELLE RESIDENCE SAINT GEORGES;1;R;02600 COEUVRES ET VALSERY;1 R;2600;COEUVRES ET VALSERY;3.151804;49.335993;0.8021844155844154;0.6876738383838383;Cœuvres-et-Valsery;municipality;2201;;Cœuvres-et-Valsery;;2600;Cœuvres-et-Valsery;02, Aisne, Hauts-de-France;2201;;;;ok
EHPAD OREE DES BOIS JEAN MOULIN;;R;02410 ST GOBAIN; R;2410;ST GOBAIN;3.388215;49.595971;0.6211318181818182;0.4836727272727272;Saint-Gobain;municipality;2680;;Saint-Gobain;;2410;Saint-Gobain;02, Aisne, Hauts-de-France;2680;;;;ok
EHPAD AGMR BRAINE;24;PL;02220 BRAINE;24 PL;2220;BRAINE;3.539822;49.341609;0.6183180213903743;0.5061564822134387;Braine;municipality;2110;;Braine;;2220;Braine;02, Aisne, Hauts-de-France;2110;;;;ok
EHPAD BON REPOS;5;R;02370 VAILLY SUR AISNE;5 R;2370;VAILLY SUR AISNE;3.517452;49.413089;0.793241818181818;0.669142987012987;Vailly-sur-Aisne;municipality;2758;;Vailly-sur-Aisne;;2370;Vailly-sur-Aisne;02, Aisne, Hauts-de-France;2758;;;;ok
EHPAD CAS-PARIS VILLERS-COTTERÃŠTS;6;R;02604 VILLERS COTTERETS CEDEX;6 R;2604;VILLERS COTTERETS CEDEX;3.137558;49.221252;0.6279406698564594;0.6155533057851239;6 Rue de Villers Cotterets 02600 Oigny-en-Valois;housenumber;02568_0070_00006;6;6 Rue de Villers Cotterets;Rue de Villers Cotterets;2600;Oigny-en-Valois;02, Aisne, Hauts-de-France;2568;;;;ok
EHPAD BRASLES;30;RTE;02400 BRASLES;30 RTE;2400;BRASLES;3.419635;49.054465;0.6030172248803827;0.5154713774104682;Brasles;municipality;2114;;Brasles;;2400;Brasles;02, Aisne, Hauts-de-France;2114;;;;ok
EHPAD CH SAINT-QUENTIN HUGO;19;BD;02321 ST QUENTIN CEDEX;19 BD;2321;ST QUENTIN CEDEX;3.296877;49.84747;0.40295913875598083;0.3913964114832535;19 Rue Quentin Barré 02100 Saint-Quentin;housenumber;02691_4710_00019;19;19 Rue Quentin Barré;Rue Quentin Barré;2100;Saint-Quentin;02, Aisne, Hauts-de-France;2691;;;;ok
EHPAD CH SOISSONS;;R;02200 SOISSONS; R;2200;SOISSONS;3.388453;49.364887;0.6482278787878787;0.6478442424242423;Rue de Soissons 02200 Venizel;street;02780_0110;;Rue de Soissons;Rue de Soissons;2200;Venizel;02, Aisne, Hauts-de-France;2780;;;;ok
EHPAD CH CHÃ‚TEAU-THIERRY;;RTE;02405 CHATEAU THIERRY CEDEX; RTE;2405;CHATEAU THIERRY CEDEX;3.383835;49.050003;0.5959211143695015;0.5186636363636363;Château-Thierry;municipality;2168;;Château-Thierry;;2400;Château-Thierry;02, Aisne, Hauts-de-France;2168;;;;ok
EHPAD CH LA FÃˆRE;2;AV;02800 LA FERE;2 AV;2800;LA FERE;3.36759;49.661306;0.6728975935828877;0.549688537549407;La Fère;municipality;2304;;La Fère;;2800;La Fère;02, Aisne, Hauts-de-France;2304;;;;ok
EHPAD CH GUISE;858;R;02120 GUISE;858 R;2120;GUISE;3.614264;49.904001;0.5444638961038961;0.5006790909090909;858 Rue de Robbé 02120 Guise;housenumber;02361_0500_00858;858;858 Rue de Robbé;Rue de Robbé;2120;Guise;02, Aisne, Hauts-de-France;2361;;;;ok
EHPAD CH LAON;;R;02001 LAON CEDEX; R;2001;LAON CEDEX;3.333155;49.386089;0.4677775757575757;0.44490404040404036;Place de Laon 02200 Soissons;street;02722_1192;;Place de Laon;Place de Laon;2200;Soissons;02, Aisne, Hauts-de-France;2722;;;;ok
EHPAD CH VERVINS;20;PL;02140 VERVINS;20 PL;2140;VERVINS;3.907492;49.832274;0.5137545747800586;0.48004601880877734;20 Place Goujard 02140 Vervins;housenumber;02789_0105_00020;20;20 Place Goujard;Place Goujard;2140;Vervins;02, Aisne, Hauts-de-France;2789;;;;ok
EHPAD CH CHAUNY;94;R;02303 CHAUNY CEDEX;94 R;2303;CHAUNY CEDEX;3.2196;49.616374;0.4327478260869565;0.430784935064935;Chauny;municipality;2173;;Chauny;;2300;Chauny;02, Aisne, Hauts-de-France;2173;;;;ok
EHPAD MSB BOHAIN-EN-VERMANDOIS;57;R;02110 BOHAIN EN VERMANDOIS;57 R;2110;BOHAIN EN VERMANDOIS;3.461855;49.986569;0.6611924242424241;0.6469070824524313;57 Rue de Vaux 02110 Bohain-en-Vermandois;housenumber;02095_0880_00057;57;57 Rue de Vaux;Rue de Vaux;2110;Bohain-en-Vermandois;02, Aisne, Hauts-de-France;2095;;;;ok
EHPAD CH LE NOUVION-EN-THIÃ‰RACHE;40;R;02170 LE NOUVION EN THIERACHE;40 R;2170;LE NOUVION EN THIERACHE;3.775938;50.027022;0.8018871349862259;0.7234836786469344;Le Nouvion-en-Thiérache;municipality;2558;;Le Nouvion-en-Thiérache;;2170;Le Nouvion-en-Thiérache;02, Aisne, Hauts-de-France;2558;;;;ok
EHPAD SOISSONS;70;BD;02200 SOISSONS;70 BD;2200;SOISSONS;3.307959;49.374479;0.44922493857493856;0.44792220779220776;Boulevard de Presles 02200 Soissons;street;02722_1807;;Boulevard de Presles;Boulevard de Presles;2200;Soissons;02, Aisne, Hauts-de-France;2722;;;;ok
EHPAD RÃ‰SIDENCE LES BEAUX-ARTS;73;AV;02130 FERE EN TARDENOIS;73 AV;2130;FERE EN TARDENOIS;3.514017;49.194832;0.7455057142857142;0.6063178378378378;Fère-en-Tardenois;municipality;2305;;Fère-en-Tardenois;;2130;Fère-en-Tardenois;02, Aisne, Hauts-de-France;2305;;;;ok
EHPAD QUENTIN DE LA TOUR;68;R;02100 ST QUENTIN;68 R;2100;ST QUENTIN;3.29392;49.84474;0.5450461497326202;0.5229181818181817;68 Rue Danton 02100 Saint-Quentin;housenumber;02691_1600_00068;68;68 Rue Danton;Rue Danton;2100;Saint-Quentin;02, Aisne, Hauts-de-France;2691;;;;ok
EHPAD LA DORINE;17;R;02500 HIRSON;17 R;2500;HIRSON;3.986516;49.928381;0.688897012987013;0.6836988311688311;17 Rue d’Hirson 02500 Effry;housenumber;02275_0016_00017;17;17 Rue d’Hirson;Rue d’Hirson;2500;Effry;02, Aisne, Hauts-de-France;2275;;;;ok
EHPAD RESIDENCE AUGUSTA;4;ALL;02200 SOISSONS;4 ALL;2200;SOISSONS;3.320471;49.37609;0.6097429325513196;0.48318019138755974;4 Allée des Nobel 02200 Soissons;housenumber;02722_1485_00004;4;4 Allée des Nobel;Allée des Nobel;2200;Soissons;02, Aisne, Hauts-de-France;2722;;;;ok
EHPAD BEAUREVOIR;;R;02110 BEAUREVOIR; R;2110;BEAUREVOIR;3.331408;49.996273;0.8298299465240642;0.561011888111888;Beaurevoir;municipality;2057;;Beaurevoir;;2110;Beaurevoir;02, Aisne, Hauts-de-France;2057;;;;ok
LE TIERS TEMPS SAINT-QUENTIN;27;R;02100 ST QUENTIN;27 R;2100;ST QUENTIN;3.293535;49.843945;0.5564804958677685;0.5450461497326202;27 Rue Wager 02100 Saint-Quentin;housenumber;02691_5730_00027;27;27 Rue Wager;Rue Wager;2100;Saint-Quentin;02, Aisne, Hauts-de-France;2691;;;;ok
EHPAD BELLEVUE SAIN-GOBAIN;;R;02410 ST GOBAIN; R;2410;ST GOBAIN;3.388215;49.595971;0.6211318181818182;0.4836727272727272;Saint-Gobain;municipality;2680;;Saint-Gobain;;2410;Saint-Gobain;02, Aisne, Hauts-de-France;2680;;;;ok
EHPAD VERMEIL SOISSONS;9;R;02200 SOISSONS;9 R;2200;SOISSONS;3.416924;49.354552;0.6741947035573123;0.6686310671936758;9 Rue de Soissons 02200 Acy;housenumber;02003_0100_00009;9;9 Rue de Soissons;Rue de Soissons;2200;Acy;02, Aisne, Hauts-de-France;2003;;;;ok
CHÃ‚TEAU DE LA SOURCE;7;R;02310 NOGENT L ARTAUD;7 R;2310;NOGENT L ARTAUD;3.348158;48.944037;0.7873357575757576;0.6724254545454544;Nogent-l'Artaud;municipality;2555;;Nogent-l'Artaud;;2310;Nogent-l'Artaud;02, Aisne, Hauts-de-France;2555;;;;ok
EHPAD TERGNIER;54;R;02700 TERGNIER;54 R;2700;TERGNIER;3.301346;49.670362;0.5930535423197492;0.5768823376623377;54 Rue Pasteur 02700 Tergnier;housenumber;02738_3080_00054;54;54 Rue Pasteur;Rue Pasteur;2700;Tergnier;02, Aisne, Hauts-de-France;2738;2630;Quessy;;ok
LES BOUTONS D'OR;4;R;02160 BOURG ET COMIN;4 R;2160;BOURG ET COMIN;3.655437;49.394622;0.7764463241106719;0.7239415360501565;Bourg-et-Comin;municipality;2106;;Bourg-et-Comin;;2160;Bourg-et-Comin;02, Aisne, Hauts-de-France;2106;;;;ok
LES GLORIETTES;80;R;02880 CROUY;80 R;2880;CROUY;3.353063;49.402665;0.6375260606060605;0.45836132867132867;Crouy;municipality;2243;;Crouy;;2880;Crouy;02, Aisne, Hauts-de-France;2243;;;;ok
EHPAD ADEF LA VALLÃ‰E-AU-BLÃ‰;13;R;02140 LA VALLEE AU BLE;13 R;2140;LA VALLEE AU BLE;3.786009;49.856638;0.7560393706293707;0.654928796068796;La Vallée-au-Blé;municipality;2759;;La Vallée-au-Blé;;2140;La Vallée-au-Blé;02, Aisne, Hauts-de-France;2759;;;;ok
LA FONTAINE MÃ‰DICIS;1;R;02110 VAUX ANDIGNY;1 R;2110;VAUX ANDIGNY;3.517248;50.018779;0.7619861904761904;0.5476941176470588;Vaux-Andigny;municipality;2769;;Vaux-Andigny;;2110;Vaux-Andigny;02, Aisne, Hauts-de-France;2769;;;;ok
EHPAD LES TROIS CHENES;12;R;02100 ST QUENTIN;12 R;2100;ST QUENTIN;3.296612;49.847273;0.5695983072100312;0.5674541176470588;12 Rue Quentin Barré 02100 Saint-Quentin;housenumber;02691_4710_00012;12;12 Rue Quentin Barré;Rue Quentin Barré;2100;Saint-Quentin;02, Aisne, Hauts-de-France;2691;;;;ok
EHPAD EPMS CONDE EN BRIE;1;R;02330 CONDE EN BRIE;1 R;2330;CONDE EN BRIE;3.558676;49.005087;0.7683252892561984;0.7104972727272727;Condé-en-Brie;municipality;2209;;Condé-en-Brie;;2330;Condé-en-Brie;02, Aisne, Hauts-de-France;2209;;;;ok
EHPAD EPMS MARCHAIS-EN-BRIE;2;IMP;02350 MARCHAIS;2 IMP;2350;MARCHAIS;3.818343;49.583419;0.6441813875598086;0.5063609384164223;Marchais;municipality;2457;;Marchais;;2350;Marchais;02, Aisne, Hauts-de-France;2457;;;;ok
EHPAD EPMS BARZY-SUR-MARNE;;R;02850 BARZY SUR MARNE; R;2850;BARZY SUR MARNE;3.557041;49.0801;0.8487090082644627;0.6620727272727273;Barzy-sur-Marne;municipality;2051;;Barzy-sur-Marne;;2850;Barzy-sur-Marne;02, Aisne, Hauts-de-France;2051;;;;ok
EHPAD CH SAINT-QUENTIN;1;AV;02100 ST QUENTIN;1 AV;2100;ST QUENTIN;3.30389;49.858527;0.5128363636363635;0.44841181818181813;1 Avenue Buffon 02100 Saint-Quentin;housenumber;02691_0835_00001;1;1 Avenue Buffon;Avenue Buffon;2100;Saint-Quentin;02, Aisne, Hauts-de-France;2691;;;;ok
EHPAD COLISEE BRAINE;32;RTE;02220 BRAINE;32 RTE;2220;BRAINE;3.539822;49.341609;0.5856382828282828;0.5590284848484849;Braine;municipality;2110;;Braine;;2220;Braine;02, Aisne, Hauts-de-France;2110;;;;ok
EHPAD BRASLES;;R;02400 BRASLES; R;2400;BRASLES;3.419635;49.054465;0.8080753246753246;0.554635974025974;Brasles;municipality;2114;;Brasles;;2400;Brasles;02, Aisne, Hauts-de-France;2114;;;;ok
EHPAD BIEN VIEILLIR ROZOY-SUR-SERRE;54;R;02360 ROZOY SUR SERRE;54 R;2360;ROZOY SUR SERRE;4.132232;49.715608;0.7533236363636363;0.6456130498533723;Rozoy-sur-Serre;municipality;2666;;Rozoy-sur-Serre;;2360;Rozoy-sur-Serre;02, Aisne, Hauts-de-France;2666;;;;ok
EHPAD RÃ‰SIDENCE BORDS DE SOMME;101;R;02100 ST QUENTIN;101 R;2100;ST QUENTIN;3.299459;49.847749;0.5096368058968059;0.4972186225895317;101 Rue Bénézet 02100 Saint-Quentin;housenumber;02691_0550_00101;101;101 Rue Bénézet;Rue Bénézet;2100;Saint-Quentin;02, Aisne, Hauts-de-France;2691;;;;ok
EHPAD VILLA PAISIBLE;2;R;03200 VICHY;2 R;3200;VICHY;3.461912;46.108032;0.6370399999999999;0.5487333333333333;2 Rue de Vichy 03200 Le Vernet;housenumber;03306_0320_00002;2;2 Rue de Vichy;Rue de Vichy;3200;Le Vernet;03, Allier, Auvergne-Rhône-Alpes;3306;;;;ok
EHPAD VILLA PAUL THOMAS;;CHE;03200 LE VERNET; CHE;3200;LE VERNET;3.488565;46.095419;0.5378846334310851;0.5085822865013774;Chemin de Roure 03200 Le Vernet;street;03306_0250;;Chemin de Roure;Chemin de Roure;3200;Le Vernet;03, Allier, Auvergne-Rhône-Alpes;3306;;;;ok
EHPAD LA CHARITE;;ALL;03100 LAVAULT STE ANNE; ALL;3100;LAVAULT STE ANNE;2.605223;46.309995;0.6539637931034482;0.5787159705159705;Lavault-Sainte-Anne;municipality;3140;;Lavault-Sainte-Anne;;3100;Lavault-Sainte-Anne;03, Allier, Auvergne-Rhône-Alpes;3140;;;;ok
EHPAD LE JARDIN DES SOURCES;5;ALL;03630 DESERTINES;5 ALL;3630;DESERTINES;2.623346;46.355513;0.6824133766233765;0.4985072727272727;Désertines;municipality;3098;;Désertines;;3630;Désertines;03, Allier, Auvergne-Rhône-Alpes;3098;;;;ok
EHPAD DE COURTAIS;95;R;03100 MONTLUCON;95 R;3100;MONTLUCON;2.588366;46.325891;0.627627868338558;0.5798696103896104;95 Rue Buffon 03100 Montluçon;housenumber;03185_0570_00095;95;95 Rue Buffon;Rue Buffon;3100;Montluçon;03, Allier, Auvergne-Rhône-Alpes;3185;;;;ok
MAPAD DE LAKANAL;10;R;03100 MONTLUCON;10 R;3100;MONTLUCON;2.592918;46.346407;0.6327796632996633;0.627627868338558;10 Rue Raquin 03100 Montluçon;housenumber;03185_3280_00010;10;10 Rue Raquin;Rue Raquin;3100;Montluçon;03, Allier, Auvergne-Rhône-Alpes;3185;;;;ok
EHPAD LE PUY BESSEAU;85;AV;03300 CUSSET;85 AV;3300;CUSSET;3.457925;46.137954;0.6264143850267379;0.5196864822134386;Cusset;municipality;3095;;Cusset;;3300;Cusset;03, Allier, Auvergne-Rhône-Alpes;3095;;;;ok
EHPAD PUBLIC DE CUSSET;;;03300 CUSSET; ;3300;CUSSET;3.457925;46.137954;0.94727;0.6009337373737373;Cusset;municipality;3095;;Cusset;;3300;Cusset;03, Allier, Auvergne-Rhône-Alpes;3095;;;;ok
EHPAD FRANCOIS MITTERRAND;1;AV;03800 GANNAT;1 AV;3800;GANNAT;3.20129;46.102134;0.4729942424242424;0.46881132231404954;1 Avenue Delarue 03800 Gannat;housenumber;03118_0430_00001;1;1 Avenue Delarue;Avenue Delarue;3800;Gannat;03, Allier, Auvergne-Rhône-Alpes;3118;;;;ok
EHPAD PUBLIC DE CHANTELLE;;R;03140 CHANTELLE; R;3140;CHANTELLE;3.152017;46.238621;0.5692964335664334;0.5119776175548589;Grande Rue 03140 Chantelle;street;03053_0189;;Grande Rue;Grande Rue;3140;Chantelle;03, Allier, Auvergne-Rhône-Alpes;3053;;;;ok
EHPAD DE GAYETTE;;;03150 MONTOLDRE; ;3150;MONTOLDRE;3.44845;46.332964;0.9332118181818181;0.6018642292490118;Montoldre;municipality;3187;;Montoldre;;3150;Montoldre;03, Allier, Auvergne-Rhône-Alpes;3187;;;;ok
EHPAD LA CHARMILLE;15;R;03240 LE MONTET;15 R;3240;LE MONTET;3.051199;46.406401;0.6928491866028706;0.5564466666666666;Le Montet;municipality;3183;;Le Montet;;3240;Le Montet;03, Allier, Auvergne-Rhône-Alpes;3183;;;;ok
EHPAD D'EBREUIL;14;R;03450 EBREUIL;14 R;3450;EBREUIL;3.08743;46.115925;0.47269090909090905;0.4453022459893048;14 Rue des Fossés 03450 Ébreuil;housenumber;03107_0220_00014;14;14 Rue des Fossés;Rue des Fossés;3450;Ébreuil;03, Allier, Auvergne-Rhône-Alpes;3107;;;;ok
EHPAD FRANCOIS GREZE - LAPALISSE;;AV;03120 LAPALISSE; AV;3120;LAPALISSE;3.641815;46.266476;0.7802549197860962;0.5851418181818181;Lapalisse;municipality;3138;;Lapalisse;;3120;Lapalisse;03, Allier, Auvergne-Rhône-Alpes;3138;;;;ok
EHPAD PIERRE MASSEBOEUF;7;CHE;03700 BELLERIVE SUR ALLIER;7 CHE;3700;BELLERIVE SUR ALLIER;3.415334;46.105092;0.6702274380165288;0.6453881027667984;7 Chemin de Preux 03700 Bellerive-sur-Allier;housenumber;03023_0877_00007;7;7 Chemin de Preux;Chemin de Preux;3700;Bellerive-sur-Allier;03, Allier, Auvergne-Rhône-Alpes;3023;;;;ok
EHPAD LA VIGNE AU BOIS;;;03350 CERILLY; ;3350;CERILLY;2.811847;46.620992;0.9367409090909091;0.5569150649350649;Cérilly;municipality;3048;;Cérilly;;3350;Cérilly;03, Allier, Auvergne-Rhône-Alpes;3048;;;;ok
EHPAD DE COSNE D'ALLIER;;R;03430 COSNE D ALLIER; R;3430;COSNE D ALLIER;2.831107;46.472346;0.6145418181818182;0.5962283870967742;Rue Pasteur 03430 Cosne-d'Allier;street;03084_0560;;Rue Pasteur;Rue Pasteur;3430;Cosne-d'Allier;03, Allier, Auvergne-Rhône-Alpes;3084;;;;ok
EHPAD LES CORDELIERS;4;IMP;03130 LE DONJON;4 IMP;3130;LE DONJON;3.791876;46.347695;0.5082533766233766;0.4996004668304668;4 Impasse Teraanga 03130 Le Donjon;housenumber;03103_0458_00004;4;4 Impasse Teraanga;Impasse Teraanga;3130;Le Donjon;03, Allier, Auvergne-Rhône-Alpes;3103;;;;ok
EHPAD JOUHET-DURANTHON;21;RTE;03330 ECHASSIERES;21 RTE;3330;ECHASSIERES;2.935825;46.193576;0.6543210671936759;0.5478686977886977;Échassières;municipality;3108;;Échassières;;3330;Échassières;03, Allier, Auvergne-Rhône-Alpes;3108;;;;ok
EHPAD D'HERISSON;2;R;03190 HERISSON;2 R;3190;HERISSON;2.714027;46.510055;0.7190135294117647;0.6380442424242424;Hérisson;municipality;3127;;Hérisson;;3190;Hérisson;03, Allier, Auvergne-Rhône-Alpes;3127;;;;ok
EHPAD DU PAYS DE LEVIS;48;R;03320 LURCY LEVIS;48 R;3320;LURCY LEVIS;2.936887;46.726893;0.5523114141414142;0.5388810389610389;48 Rue Jean Jaurés 03320 Lurcy-Lévis;housenumber;03155_0400_00048;48;48 Rue Jean Jaurés;Rue Jean Jaurés;3320;Lurcy-Lévis;03, Allier, Auvergne-Rhône-Alpes;3155;;;;ok
EHPAD RESIDENCE EMERAUDE;2;AV;03390 MONTMARAULT;2 AV;3390;MONTMARAULT;2.95638;46.320401;0.7209643290043288;0.5788354545454545;Montmarault;municipality;3186;;Montmarault;;3390;Montmarault;03, Allier, Auvergne-Rhône-Alpes;3186;;;;ok
EHPAD ROGER BESSON;8;R;03150 ST GERAND LE PUY;8 R;3150;ST GERAND LE PUY;3.511678;46.255702;0.5003137373737373;0.4933627272727273;8 Rue Roger Besson 03150 Saint-Gérand-le-Puy;housenumber;03235_0401_00008;8;8 Rue Roger Besson;Rue Roger Besson;3150;Saint-Gérand-le-Puy;03, Allier, Auvergne-Rhône-Alpes;3235;;;;ok
EHPAD SAINT JOSEPH;8;R;03160 BOURBON L ARCHAMBAULT;8 R;3160;BOURBON L ARCHAMBAULT;3.057997;46.586412;0.6751590909090909;0.6411199173553718;8 Rue Neuve 03160 Bourbon-l'Archambault;housenumber;03036_0780_00008;8;8 Rue Neuve;Rue Neuve;3160;Bourbon-l'Archambault;03, Allier, Auvergne-Rhône-Alpes;3036;;;;ok
EHPAD SAINT FRANCOIS;34;R;03000 MOULINS;34 R;3000;MOULINS;3.334787;46.549044;0.5744977922077921;0.5624610344827586;34 Rue Thonier 03000 Moulins;housenumber;03190_2140_00034;34;34 Rue Thonier;Rue Thonier;3000;Moulins;03, Allier, Auvergne-Rhône-Alpes;3190;;;;ok
MR CHANT'ALOUETTE;;AV;03109 MONTLUCON CEDEX; AV;3109;MONTLUCON CEDEX;2.604952;46.342307;0.5347669696969696;0.48533178885630496;Montluçon;municipality;3185;;Montluçon;;3100;Montluçon;03, Allier, Auvergne-Rhône-Alpes;3185;;;;ok
EHPAD RESIDENCE LES CEDRES;5;RTE;03190 VALLON EN SULLY;5 RTE;3190;VALLON EN SULLY;2.610976;46.538441;0.7274597902097901;0.6030596503496504;Vallon-en-Sully;municipality;3297;;Vallon-en-Sully;;3190;Vallon-en-Sully;03, Allier, Auvergne-Rhône-Alpes;3297;;;;ok
RESIDENCE LES JARDINS DE VENDAT;19;RTE;03110 VENDAT;19 RTE;3110;VENDAT;3.299202;46.16193;0.6857866666666667;0.6856939393939394;19 Route de Vendat 03110 Saint-Pont;housenumber;03252_0450_00019;19;19 Route de Vendat;Route de Vendat;3110;Saint-Pont;03, Allier, Auvergne-Rhône-Alpes;3252;;;;ok
EHPAD JEANNE COULON;66;AV;03200 VICHY;66 AV;3200;VICHY;3.443796;46.102893;0.6223681818181818;0.4987942006269592;66 Avenue de Vichy 03200 Abrest;housenumber;03001_0240_00066;66;66 Avenue de Vichy;Avenue de Vichy;3200;Abrest;03, Allier, Auvergne-Rhône-Alpes;3001;;;;ok
EHPAD MAISON SAINT LOUIS;16;R;03600 COMMENTRY;16 R;3600;COMMENTRY;2.739368;46.287178;0.5956290909090909;0.5660145454545454;16 Rue Pasteur 03600 Commentry;housenumber;03082_0710_00016;16;16 Rue Pasteur;Rue Pasteur;3600;Commentry;03, Allier, Auvergne-Rhône-Alpes;3082;;;;ok
EHPAD VILLARS ACCUEIL;22;R;03000 MOULINS;22 R;3000;MOULINS;3.330209;46.563852;0.6144578321678321;0.5744977922077921;22 Rue Datas 03000 Moulins;housenumber;03190_0640_00022;22;22 Rue Datas;Rue Datas;3000;Moulins;03, Allier, Auvergne-Rhône-Alpes;3190;;;;ok
EHPAD LE LYS;34;R;03200 VICHY;34 R;3200;VICHY;3.431098;46.122993;0.5679436363636363;0.5476623076923076;34 Rue Fleury 03200 Vichy;housenumber;03310_1180_00034;34;34 Rue Fleury;Rue Fleury;3200;Vichy;03, Allier, Auvergne-Rhône-Alpes;3310;;;;ok
EHPAD L'ERMITAGE;43;R;03000 MOULINS;43 R;3000;MOULINS;3.33257;46.565088;0.5624610344827586;0.5624164890282132;43 Rue d'Allier 03000 Moulins;housenumber;03190_0070_00043;43;43 Rue d'Allier;Rue d'Allier;3000;Moulins;03, Allier, Auvergne-Rhône-Alpes;3190;;;;ok
RESIDENCE DU PARC;;AV;03250 LE MAYET DE MONTAGNE; AV;3250;LE MAYET DE MONTAGNE;3.654851;46.067758;0.8395937662337661;0.7561543526170799;Le Mayet-de-Montagne;municipality;3165;;Le Mayet-de-Montagne;;3250;Le Mayet-de-Montagne;03, Allier, Auvergne-Rhône-Alpes;3165;;;;ok
EHPAD LA MAISON DES AURES ST-GERMAIN;;R;03260 ST GERMAIN DES FOSSES; R;3260;ST GERMAIN DES FOSSES;3.43298;46.199765;0.585015541125541;0.5834719008264463;Rue Neuve 03260 Saint-Germain-des-Fossés;street;03236_0600;;Rue Neuve;Rue Neuve;3260;Saint-Germain-des-Fossés;03, Allier, Auvergne-Rhône-Alpes;3236;;;;ok
