Désignation,Référence,Enseigne,Représentant,Famille,Secteur,Tél,adresse,code_postal,commune,TOPCLIENT
ERARD PHARMACIE,4047,,Export,PHARMACIE,Export,00 41 32 471 14 68,"rue du 23 juin, n° 24",2942,"ALLE, SUISSE",-
ESAT ADPEP 36,16942,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 54 62 10 60,75 RUE JEAN PACTON,36400,LA CHATRE,-
ESAT ANDRE OZANNE,6638,,Herve QUELO,EMS,Centre Auvergne,05 55 65 65 60,Rue des Thermes,23110,EVAUX LES BAINS,-
ESAT BELLEVUE ADAPEI,18176,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 59 65 33 02,113 chemin Bellevue,64300,BAIGTS DE BEARN,-
ESAT ENJOIGNY,17443,,Herve QUELO,EMS,Centre Auvergne,04 71 47 69 77,Domaine d'Anjoigny,15310,ST CERNIN,-
ESAT/FOYERS DE PLABENNEC,7753,,Aurore Auffret,EMS,Bretagne,02.98.40.44.29,ZA de Callac,29860,PLABENNEC,-
ESMS LA TESSONE,11675,,Dorian SANCHEZ,EMS,Sud-Est,04 67 81 05 06,100 ROUTE DE LA GARE,30120,MOLIERES CAVAILLAC,-
EYSINES CABINET IDEL,15743,,Caroline VILLEMUR,AMBULATOIRE,Sud-Ouest,06 58 89 49 40,130 avenue du Médoc,33320,EYSINES,-
FAM BARNARD PALLISSY,16323,Association des Paralysés de France,IDF,EMS,Ile de France,01 55 12 18 40,45 RUE DU PRESIDENT WILSON,94340,JOINVILLE LE PONT,-
FAM BOS DARNIS,17442,,Herve QUELO,EMS,Centre Auvergne,04 71 49 74 10,Lieudit Albart,15310,ST ILLIDE,-
FAM COS VILLEJUIF,4882,COS,IDF,EMS,Ile de France,01 41 65  90 25,11 RUE MARCEL PAUL,94800,VILLEJUIF,-
FAM CREHANGE LA MAISONNEE HOSPITALOR,3354,SOS,Celine LUCION,EMS,Grand Nord-Est,03 87 00 31 10,"39, cours 19 novembre 1944",57690,CREHANGE,-
FAM DE LARNAY,3561,,Laurent DURIEUX,EMS,Val de Loire,,5 rue Charles Chaubier de Larnay,86580,BIARD,-
FAM de Saint-Girons - APAJH 09,3496,,Caroline VILLEMUR,EMS,Sud-Ouest,05 61 05 47 50,Av. Guérilleros Espagnols,09200,ST GIRONS,-
FAM DES ALBATROS LES PAPILLONS BLANCS,14426,LES PAPILLONS BLANCS,Celine LUCION,EMS,Grand Nord-Est,02 35 37 98 34,Chemin des Candeux,76580,LE TRAIT,-
FAM DES BORDS DE MARNE,16152,,IDF,EMS,Ile de France,01 48 98 22 40,16 RUE DE LA MARNE,94700,MAISONS ALFORT,-
FAM JACQUES BREL,15744,,IDF,EMS,Ile de France,01 30 56 43 60,7 rue Camille Claudel,78450,VILLEPREUX,-
FAM LA PASSERELLE,14887,,Herve QUELO,EMS,Centre Auvergne,04 75 94 05 40,Le Village,07530,ANTRAIGUES,-
FAM LE CEDRE ET EEAP LA ROUSSILLE,14457,,Herve QUELO,EMS,Centre Auvergne,04 73 62 90 09,"a/a de Mme Charlotte DRILLON, IDEC",63910,VERTAIZON,-
FAM LE COTTAGE,16578,SOS,IDF,EMS,Ile de France,08 90 70 61 83,8 rue des Cottages,77490,CHELLES,-
FAM LE RELAIS DES MOERES,9491,,Celine LUCION,EMS,Grand Nord-Est,03 28 58 73 69,4 Rue Charles Noca,59229,TETEGHEM,-
FAM LES ECLUSES,18051,,IDF,PHARMACIE,Ile de France,01 73 00 02 30,13 RUE DES ECLUSES SAINT MARTIN,75010,PARIS 10,-
FAM LES LUCINES,11869,ADAPEI,Aurore Auffret,EMS,Bretagne,02 28 00 99 55,Les Loges,44140,MONTBERT,-
FAM LES MARRONNIERS (A.R.S.E.A.A.),8020,,Caroline VILLEMUR,EMS,Sud-Ouest,05 34 27 09 50,122 Place de Sainte Foy,31620,CEPET,-
FAM LUCIEN ROBERT,4587,,Dorian SANCHEZ,EMS,Sud-Est,05 65 47 89 89/92,Rue du 19 mars 1962,12150,RECOULES PREVINQUIERES,-
FAM MAS LES GRANDES TERRES,18244,,Herve QUELO,EMS,Centre Auvergne,02 48 75 47 78,Chemin Blanc,18100,VIERZON,-
FAM NOTRE DAME DE TERRE NEUVE,16535,,Aurore Auffret,EMS,Bretagne,02 40 64 31 25,LIEU DIT TERRE NEUVE,44320,CHAUVE,-
FAM ODYSSEE,14525,,Niels COLLEU,EMS,Normandie,02 31 42 61 80,Allée André Malraux,14170,ST PIERRE SUR DIVES,-
FAM SAREPTA,8256,Fondation John Bost,Celine LUCION,EMS,Grand Nord-Est,02 32 93 81 10,CHEMIN DU BOSC HUE,76480,ROUMARE,-
FAM/FAS DE MARLY - GROUPE SOS,15191,SOS,Celine LUCION,EMS,Grand Nord-Est,03 27 51 54 00,315 Avenue Henri Barbusse,59770,MARLY,-
FAS CREHANGE - LE RUCHER,3369,SOS,Celine LUCION,EMS,Grand Nord-Est,,,57690,CREHANGE,-
FAS ERNEST BOUE,18258,,Caroline VILLEMUR,EMS,Sud-Ouest,05 62 79 97 20,Rte de Labastide Saint-Sernin,31140,PECHBONNIEU,-
FAUQUET PHARMACIE AMIENS,12071,GIROPHARM,Celine LUCION,PHARMACIE,Grand Nord-Est,07 81 91 59 88,71 chaussée Jules Ferry,80000,AMIENS,-
FAURE PHARMACIE,7031,GIPHAR,Celine LUCION,PHARMACIE,Grand Nord-Est,02 35 96 53 77,24 place de la Mairie,76560,HERICOURT EN CAUX,-
FDV CASSEPIERRE FONDATION DELTA PLUS,11098,,Herve QUELO,EMS,Centre Auvergne,05 55 39 98 30,5562E Rue de Guillot,87570,RILHAC RANCON,-
FDV EDITH SELTZER,12292,,Dorian SANCHEZ,EMS,Sud-Est,04 92 25 32 32,118 ROUTE DE GRENOBLE,05100,BRIANCON,-
FDV ESPERANCE,16905,,Dorian SANCHEZ,EMS,Sud-Est,04 94 03 91 41,410 chemin de la barre,83000,TOULON,-
FDV PLEIN SOLEIL APAJH,16353,APAJH,Caroline VILLEMUR,EMS,Sud-Ouest,,20 Rue de la Liberte,81230,LACAUNE,-
FILIOZAT - PIE ( ANC. IBANEZ) PHARMACIE,3718,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 61 96 95 81,Avenue de l'Europe,09320,MASSAT,-
FLEUR ASTIER (EX DES ARQUETS) PHARMACIE COMPTOIR ONLY,9918,PHARMA PROVENCE,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 94 66 00 97,5 BD DE LA REPUBLIQUE,83260,LA CRAU,-
FLORENCE BUSTIN (EX DE LA PLACE) PHARMACIE,2003,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 27 46 93 50,177 avenue Anatole France,59410,ANZIN,-
FOA DE L'ARQUERIE,8215,,Niels COLLEU,EMS,Normandie,02 33 19 40 20,5 Rue de l'Arquerie,50200,COUTANCES,-
FOLCO PHARMACIE COMPTOIR ONLY,2984,,Aurelien COURTOISIER,PHARMACIE,Centre-Est,04 76 26 78 35,66 rue Charles Michels,38600,FONTAINE,-
FONDACAD,18749,,Export,EMS,Export,0041 21 647 07 27,Chemin des Aubépines 2,1004,LAUSANNE,-
FONDATION DES 4 MARRONNIERS EMS,11858,,Export,EMS,Export,+41 24 424 00 00,Avenue des 4 Marronniers 30,1400,YVERDON-LES-BAINS,-
FONTENELLE RESIDENCE (EX LES JONQUILLES),6480,SOS,Celine LUCION,EMS,Grand Nord-Est,02 35 77 00 07,45 RUE SIMONE SIGNORET,76410,TOURVILLE LA RIVIERE,-
FOURES PHARMACIE,7245,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 62 64 50 11,18 place de la Bascule,32360,JEGUN,-
FOURNIER PHARMACIE,4004,,Herve QUELO,PHARMACIE,Centre Auvergne,04 73 85 09 37,1 RUE DAUPHIN,63700,MONTAIGUT EN COMBRAILLE,-
FOYER 'LES CEDRES' - APEAI,4912,,Laurent DURIEUX,EMS,Val de Loire,05 65 50 32 48,"6, Bis rue de Londieu",46100,FIGEAC,-
FOYER ADAPEI DE LA LIOVETTE,2670,,Celine LUCION,EMS,Grand Nord-Est,03 44 06 28 50,5 Rue Eric Tabarly,60000,BEAUVAIS,-
FOYER ADAPEI DE SAUVAGNON,5606,ADAPEI,Caroline VILLEMUR,EMS,Sud-Ouest,05 59 33 10 50,Rue route de Bordeaux,64230,SAUVAGNON,-
FOYER ADAPEI VILLE,6804,ADAPEI,Caroline VILLEMUR,EMS,Sud-Ouest,05 59 39 40 21,14 rue du 8 Mai,64400,OLORON STE MARIE,-
FOYER ADAPEI63 LES GRANGES,0898,,Herve QUELO,EMS,Centre Auvergne,04 73 68 22 96,Grange,63190,ST JEAN D'EURS,-
FOYER ANCIEN BATIMENT,8890,,Herve QUELO,EMS,Centre Auvergne,04 73 68 22 96,Lieudit Les Granges,63190,ST JEAN D'EURS,-
FOYER APAJH AUDE,16175,APAJH,Dorian SANCHEZ,EMS,Sud-Est,04 68 70 00 34,LIEU DIT 'LE BEL SOULA',11330,LAROQUE DE FA,-
FOYER APAJH LE COLLEGE,4613,,Herve QUELO,EMS,Centre Auvergne,04 77 97 69 69,Lieu dit 'Le Collège',42440,LES SALLES,-
FOYER APF DE L'ANDALHONE,16979,,Herve QUELO,EMS,Centre Auvergne,04 73 64 03 23,21 RUE SALVADOR ALLENDE,63200,RIOM,-
FOYER APIAS,15746,,Herve QUELO,EMS,Centre Auvergne,03 86 20 64 20,5 Place Saint Léger,58800,MARIGNY SUR YONNE,-
FOYER ASPH LES PUYS,18172,,Herve QUELO,EMS,Centre Auvergne,04 73 65 82 46,Allée du Puy Gros,63150,LA BOURBOULE,-
FOYER BETHANIE,16132,,Aurore Auffret,EMS,Bretagne,02 99 76 39 22,1 RUE NOTRE DAME DE LOURDE,35680,DOMALAIN,-
FOYER BOUGANVILLE ACSEM,16126,,Laurent DURIEUX,EMS,Val de Loire,02 54 43 36 90,4 RUE BOUGAINVILLE,41000,BLOIS,-
FOYER COALLIA MNA,17934,37°,Aurore Auffret,EMS,Bretagne,0299842184,21 RUE GENERAL MAURICE GUILLAUDOT,35000,RENNES,-
FOYER D'ACCUEIL - BOULOU LES ROSES,4865,,Laurent DURIEUX,EMS,Val de Loire,05 55 85 92 85,Boulou Les Roses,19500,LIGNEYRAC,-
FOYER D'ACCUEIL DU TERTRE,15638,AFP,Niels COLLEU,EMS,Normandie,02 43 68 42 09,"r St Bernard de Clairvaux,",53000,LAVAL,-
FOYER D'ACCUEIL MEDICALISE CASSEPIERRE DELTA PLUS,3299,,Herve QUELO,EMS,Centre Auvergne,05 55 39 98 30,Rue de Guillot,87570,RILHAC RANCON,-
FOYER D'ACCUEIL MEDICALISE PIERRE VALDO,4103,,Celine LUCION,EMS,Grand Nord-Est,03 88 03 23 60,1 rue Albert SCHWEITZER,67440,MARMOUTIER,-
FOYER D'ACCUEIL SPECIALISE,4110,,Celine LUCION,EMS,Grand Nord-Est,0389083220,QUAI PLESSIER BAT 13,68130,ALTKIRCH,-
FOYER D'ACCUEIL SPECIALISE PHV,4111,,Celine LUCION,EMS,Grand Nord-Est,03 89 08 47 40,QUAI PLESSIER BAT 13,68130,ALTKIRCH,-
FOYER D'ADULTES DE CUNLHAT,4200,,Herve QUELO,EMS,Centre Auvergne,04 73 72 50 50,"5, route de Tours sur Meymont",63590,CUNLHAT,-
FOYER D'HEBERGEMENT,8173,,Laurent DURIEUX,EMS,Val de Loire,05 46 86 15 75,46 bis route de Saint Genis,17500,ST GERMAIN DE LUSIGNAN,-
FOYER D'HEBERGEMENT DES ORGUES,6930,,Herve QUELO,EMS,Centre Auvergne,04 71 60 44 26,Rue Etienne Mallet,15100,ST FLOUR,-
FOYER D'HEBERGEMENT LES FEUILLANTINES (EX-PROMEDIK),13368,,Laurent DURIEUX,EMS,Val de Loire,02 43 31 11 30,1 RUE DES POMMES D'AMOUR,72260,MAROLLES LES BRAULTS,-
FOYER DALIA,17847,,Laurent DURIEUX,EMS,Val de Loire,09 54 63 12 05,2 Avenue Gambetta,41000,BLOIS,-
FOYER DE BERGOIDE,3645,,Herve QUELO,EMS,Centre Auvergne,,,43250,STE FLORINE,-
FOYER DE COURTES VERNOUX,4407,,Aurelien COURTOISIER,EMS,Centre-Est,04 74 47 04 74,Foyer de courtes Vernoux,01370,ST ETIENNE DU BOIS,-
FOYER DE NONETTE,18095,,Herve QUELO,EMS,Centre Auvergne,04 73 71 65 93,5 ROUTE DE PARENTIGNAT,63340,NONETTE,-
FOYER DE VIE ACS L'AAH DU CHATEAU D'ESPINASSOL,11144,,Herve QUELO,EMS,Centre Auvergne,04 71 48 35 35,CHATEAU D'ESPINASSOL,15130,YTRAC,-
FOYER DE VIE ADAPEI60 OURSEL - MAISON,6679,UNAPEI AP,Celine LUCION,EMS,Grand Nord-Est,03 44 13 37 50,35 lieudit 'La Neuve Rue',60480,OURCEL MAISON,-
FOYER DE VIE ALCIH CHAMPETIERES,4703,,Herve QUELO,EMS,Centre Auvergne,04 73 82 13 15,Le Bourg,63600,CHAMPETIERES,-
FOYER DE VIE APAJH LAUTREC,12144,APAJH,Caroline VILLEMUR,EMS,Sud-Ouest,05 63 82 10 70,,81440,LAUTREC,-
FOYER DE VIE BEAUBREUIL DELTA PLUS,3298,,Herve QUELO,EMS,Centre Auvergne,05 55 35 90 17,95 Rue de Fougeras,87280,LIMOGES,-
FOYER DE VIE CHATEAU DE CAUNEILLE,4064,ADAPEI,Caroline VILLEMUR,EMS,Sud-Ouest,05 58 73 02 86,"400, route de Peyrehorade",40300,CAUNEILLE,-
FOYER DE VIE DU VAL D ELORN,17629,,Aurore Auffret,EMS,Bretagne,02 98 29 29 36,49 RUE DE L ARGOAT,29450,SIZUN,-
FOYER DE VIE ET DE PROGRES ODETTE VERSEY,6004,,Aurelien COURTOISIER,EMS,Centre-Est,03 80 31 19 70,"47, rue de Chevigny",21130,AUXONNE,-
FOYER DE VIE JEANNE CHAUVEAU,3689,,Herve QUELO,EMS,Centre Auvergne,05 55 38 91 60,,87110,BOSMIE L'IGUILLE,-
FOYER DE VIE KERGLAS,14074,,Celine LUCION,EMS,Grand Nord-Est,03 25 40 63 98,11 rue Gambetta,10190,ESTISSAC,-
FOYER DE VIE LE PATIO,14938,,Celine LUCION,EMS,Grand Nord-Est,03 29 56 33 00,24 RUE ERCKMANN CHATRIAN,88100,ST DIE,-
FOYER DE VIE LES 4 PAVILLONS,4088,ADAPEI,Aurore Auffret,EMS,Bretagne,02 99 19 55 65,4 RUE DES 4 PAVILLONS,35400,ST MALO,-
FOYER DE VIE LES BORDS DE SIOULE,4750,,Herve QUELO,EMS,Centre Auvergne,03 70 90 71 54,EPMS Ebreuil-Echassières,03450,EBREUIL,-
FOYER DE VIE LES CATALPAS (A.R.S.E.A.A.),8708,,Caroline VILLEMUR,EMS,Sud-Ouest,05 61 37 73 00,33 Route de Lacourtensourt,31150,FENOUILLET,-
FOYER DE VIE LES CHAMPS GRES,16564,,Celine LUCION,EMS,Grand Nord-Est,03 22 69 29 29,139 rue René Helot,80260,POULAINVILLE,-
FOYER DE VIE LES COLOMBES,13336,LES PAPILLONS BLANCS,Aurelien COURTOISIER,EMS,Centre-Est,03 85 86 59 40,49 rue des Dremeaux,71400,AUTUN,-
FOYER DE VIE LES GUERINS GROUPE SOS,4628,SOS,Dorian SANCHEZ,EMS,Sud-Est,04 92 57 99 02,LES GUERINS,05130,SIGOYER,-
FOYER DE VIE LES HAUTES ROCHES,4591,PERCE NEIGE,Aurore Auffret,EMS,Bretagne,02 40 06 89 12,2 impasse des Mimosas,44190,BOUSSAY,-
FOYER DE VIE LES MOUETTES,14427,LES PAPILLONS BLANCS,Celine LUCION,EMS,Grand Nord-Est,02 35 37 98 34,Chemin des Candeux,76580,LE TRAIT,-
FOYER DE VIE LES TOMELLES,14073,,Celine LUCION,EMS,Grand Nord-Est,03 25 81 08 72,5 chemin des Marais,10190,FONTVANNES,-
FOYER DE VIE LOU REY,10070,,Caroline VILLEMUR,EMS,Sud-Ouest,05 59 05 82 88,Route de Sainte Colome,64260,SEVIGNACQ MEYRACQ,-
FOYER DE VIE PIGNATEL,6951,,Aurore Auffret,EMS,Bretagne,02 99 88 74 13,1 rue de la sagesse,35730,PLEURTUIT,-
FOYER DE VIE POUR ADULTES HANDICAPES,4761,,Celine LUCION,EMS,Grand Nord-Est,03 21 59 88 11,55 RUE DE LA REPUBLIQUE,62450,BAPAUME,-
FOYER DEPARTEMENTAL ENFANCE-FAMILLE,17911,,Caroline VILLEMUR,EMS,Sud-Ouest,05 63 77 37 00,55 rue du Capitaine Julia,81000,ALBI,-
FOYER DU CHENE VERT,9861,,Aurore Auffret,EMS,Bretagne,02 40 04 59 56,3 Avenue François Mitterrand,44640,LE PELLERIN,-
FOYER D’ACCUEIL LES HESPERIDES,16093,,Aurore Auffret,EMS,Bretagne,02 40 04 94 16,39 rue de la Chaussée,44650,LEGE,-
FOYER D’HEBERGEMENT L'APSAH,11454,,Herve QUELO,EMS,Centre Auvergne,05 55 37 05 05,8 rue de la Rochefoucauld,87100,LIMOGES,-
FOYER EGLANTINES,10657,,Aurelien COURTOISIER,EMS,Centre-Est,03 85 73 92 30,53 route de Montcoy,71670,LE BREUIL,-
FOYER GAFODIO,1892,,Dorian SANCHEZ,EMS,Sud-Est,04 98 00 96 30,Chemin de la Rivière,83000,TOULON,-
FOYER GAUTIER WENDELEN,18050,PETITES SOEURS DES PAUVRES,IDF,EMS,Ile de France,01 53 38 47 30,11 RUE MELINGUE,75019,PARIS 19,-
FOYER HARMONIE,10655,,Aurelien COURTOISIER,EMS,Centre-Est,03 85 73 92 30,53 route de Montcoy,71670,LE BREUIL,-
FOYER HEBERGEMENT LES BAOUS,3643,,Dorian SANCHEZ,EMS,Sud-Est,04 93 24 50 10,ROUTE DE ST JEANNET,06140,VENCE,-
FOYER L'ETAPE ARRED,15691,,Celine LUCION,EMS,Grand Nord-Est,02 35 98 69 12,7 RUE MANCHON FRERES,76000,ROUEN,-
FOYER L'ETOILE,15381,,Herve QUELO,EMS,Centre Auvergne,04 70 08 31 10,97 route de l’hermitage,03410,PREMILHAT,-
FOYER L'OLIVIER,12277,,Herve QUELO,EMS,Centre Auvergne,04 77 40 76 00,"18, rue Gambetta",42500,LE CHAMBON FEUGEROLLES,-
FOYER LA CARAVELLE,11960,,Herve QUELO,EMS,Centre Auvergne,04 70 08 09 00,"4, avenue Aristide Briand",03100,MONTLUCON,-
FOYER LA GRANDE MAISON,4575,ADAPEI,Aurore Auffret,EMS,Bretagne,02 99 20 22 80,11 RUE DES ECOLES,35400,ST MALO,-
FOYER LA PLANCHETTE (S),4779,,IDF,EMS,Ile de France,01 40 01 63 17,232 Rue de Charenton,75002,PARIS 02,-
FOYER LE MOULIN BLANC ADAPEI 63,11359,,Herve QUELO,EMS,Centre Auvergne,04 73 38 25 95,17 Rue Louis Dalmas,63200,MOZAC,-
FOYER LE SAULE BLANC,4751,,Herve QUELO,EMS,Centre Auvergne,03 70 90 71 54,EPMS Ebreuil-Val de Sioule,03450,EBREUIL,-
FOYER LES COMPAGNONS BAYEUX,14004,,Niels COLLEU,EMS,Normandie,02 31 21 14 80,14 rue de la Résistance,14400,BAYEUX,-
FOYER LES LUCALOUS,16300,,Dorian SANCHEZ,EMS,Sud-Est,04 66 49 82 00,rue du 19 mars 1962,48150,MEYRUEIS,-
FOYER LES MOUETTES,4377,ASSOCIATION VAL SOURNIA,Dorian SANCHEZ,EMS,Sud-Est,04 68 86 15 05,17 chemin du Mas Bordas,66530,CLAIRA,-
FOYER LOGEMENT LE CLOS BRETON,3588,,Aurore Auffret,EMS,Bretagne,02 99 88 44 63,2 rue Constant Clomay,35730,PLEURTUIT,-
FOYER NOTRE DAME,2531,,Celine LUCION,EMS,Grand Nord-Est,03 27 46 47 56,"11, rue Henri Maurice",59494,AUBRY DU HAINAUT,-
FOYER NOUVEAU BATIMENT,8891,,Herve QUELO,EMS,Centre Auvergne,04 73 68 22 96,Lieudit Les Granges,63190,ST JEAN D'EURS,-
FOYER OCCUPATIONNEL APAJH,6531,,Herve QUELO,EMS,Centre Auvergne,05 55 67 56 69,,23700,ARFEUILLE CHATAIN,-
FOYER OCCUPATIONNEL LA CROIX MARINE,4849,,Herve QUELO,EMS,Centre Auvergne,04 73 60 45 20,Rue sous le Torre,63800,PERIGNAT SUR ALLIER,-
FOYER OCCUPATIONNEL LE PLA DES OLIVIERS,9232,,Dorian SANCHEZ,EMS,Sud-Est,04 68 05 26 10,Allée Pla des Oliviers,66320,MARQUIXANES,-
FOYER OCCUPATIONNEL LES CIGALONS,3291,,Caroline VILLEMUR,EMS,Sud-Ouest,05 58 42 49 00,6 rue de l'Eglise,40170,LIT ET MIXE,-
FOYER PIERRE GAUTHIER (EX MARIE-LOUISE),11604,,Caroline VILLEMUR,EMS,Sud-Ouest,05 61 82 00 08,Promenade Claude Cornac,31150,GRATENTOUR,-
Foyer Pierre Guicheney,16675,,Niels COLLEU,EMS,Normandie,0243377139,11 rue du Trainon,53410,LE BOURGNEUF LA FORET,-
FOYER SAINT MICHEL,17759,,Aurore Auffret,EMS,Bretagne,02 98 68 01 42,KERVOANEC,29400,PLOUGOURVEST,-
FOYER SAMIE,17148,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 54 56 18 81,68 rue bourg neuf,41000,BLOIS,-
FOYER SILOE,15531,,Aurore Auffret,EMS,Bretagne,02 99 47 72 65,26 Haute Rue,35134,COESMES,-
FOYER TROUBAT,18443,,Laurent DURIEUX,PHARMACIE,Val de Loire,05 49 37 25 81,18 rue de la vallée monnaie,86000,POITIERS,-
FOYER VERDUN,8363,,Caroline VILLEMUR,EMS,Sud-Ouest,,,81600,GAILLAC,-
FOYERS DU VAL D'YEVRE,2366,,Herve QUELO,EMS,Centre Auvergne,02 48 27 67 00,1 rue gustave Eiffel,18230,ST DOULCHARD,-
FRANCO-ANGLAISE PHARMACIE,4766,NEPENTHES,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 59 26 02 98,"16, boulevard Thiers",64500,ST JEAN DE LUZ,-
FRANCOIS DE PAULE FOYER DE VIE,3417,,Caroline VILLEMUR,EMS,Sud-Ouest,05 59 03 10 26,"36, rue de la Barre",64600,ANGLET,-
FRESCATIS FOYER*ASEI*,5580,,Dorian SANCHEZ,EMS,Sud-Est,04 67 97 90 70,Chemin d'Apprat,34220,ST PONS DE THOMIERES,-
FV & FAH LE ZEPHYR,17610,,Aurore Auffret,EMS,Bretagne,06 73 21 87 17,1 rue Lucie Aubrac,44800,ST HERBLAIN,-
FV LES GLYCINES,4588,,Dorian SANCHEZ,EMS,Sud-Est,05 65 47 89 89,Avenue VIctorin,12150,RECOULES PREVINQUIERES,-
GACILIENNE PHARMACIE,2382,PHARMACTIVE,Aurore Auffret,PHARMACIE,Bretagne,02 99 08 10 16,22 rue Montauban,56200,LA GACILLY,-
GAGNAIRE PHARMACIE (APPELER HERVE AVT CDE),8045,,Herve QUELO,PHARMACIE,Centre Auvergne,04 73 73 10 58,"18, rue du Maréchal Leclerc",63190,LEZOUX,-
GAGNAIRE THIERRY PHARMACIE (APPELER HERVE AVT CDE),12154,,Herve QUELO,PHARMACIE,Centre Auvergne,04 73 89 21 55,1 route de Parentignat,63500,ISSOIRE,X
GANDON PHIE,2902,PharmaSud (Apsara),Dorian SANCHEZ,PHARMACIE,Sud-Est,04 68 27 09 78,"10, avenue Saint Marc",11200,ORNAISONS,-
GEHL (EX BELVOIX) PHARMACIE,3331,,Celine LUCION,PHARMACIE,Grand Nord-Est,03 87 94 32 71,5 rue de Metz,57690,CREHANGE,-
GENDRIN PHARMACIE,8494,NEPENTHES,Aurore Auffret,PHARMACIE,Bretagne,09 83 23 84 44,Centre commercial St Michel,35750,IFFENDIC,-
GEORGETTE BERTHE IME ADAPEI,8721,ADAPEI,Caroline VILLEMUR,EMS,Sud-Ouest,05 59 14 89 90,1 Allée des Hirondelles,64320,BIZANOS,-
GHEDIN PHARMACIE,3623,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 61 84 90 93,35 rue Jean Pascal,31620,LABASTIDE ST SERNIN,X
GIBAULT PHIE,4435,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 66 60 87 19,Route d'ANDUZE,30380,ST CHRISTOL LES ALES,-
GILET PHARMACIE,3244,UNIPHARM Loire Ocean (Apsara),Aurore Auffret,PHARMACIE,Bretagne,02 40 78 70 36,12 Place de l'Église,44310,ST PHILBERT DE GRAND LIEU,-
GILLES PHARMACIE,8294,,Laurent DURIEUX,PHARMACIE,Val de Loire,05 49 45 89 03,24 RUE DE TERRAGEAUX,86180,BUXEROLLES,-
GLANDOR PHARMACIE,5731,,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 61 09 55 86,168 Avenue de Toulouse,31620,CEPET,X
GOCHOA PHARMACIE,12063,APRIUM,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 59 44 17 56,6 allée de Bordenave,64990,ST PIERRE D'IRUBE,-
GOIN PHARMACIE,3857,,Herve QUELO,PHARMACIE,Centre Auvergne,04 70 59 70 07,18 et 20 Rue de Ferrières,03250,LE MAYET DE MONTAGNE,-
GRANDE PHARMACIE CATALANE (ex 4650),18211,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04.68.83.54.01,31 AVENUE DU CANIGOU,66400,ST JEAN PLA DE CORTS,-
GRANDE PHARMACIE D'AGEN,4335,EVOLUPHARM,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 53 66 20 51,73 boulevard de la République,47000,AGEN,-
GRANDE PHARMACIE DE GENEVE PHARMACIE,10650,,Aurelien COURTOISIER,PHARMACIE,Centre-Est,04 50 92 54 44,1 RUE DE GENEVE,74100,AMBILLY,-
GRANDE PHARMACIE DE VILLEURBANNE PHARMACIE,8141,LEADER SANTE,Aurelien COURTOISIER,PHARMACIE,Centre-Est,04 78 68 22 43,100 RUE DU 4 AOUT 1789,69100,VILLEURBANNE,-
GRANDE PHARMACIE DES ARCADES (PEREIRA),2078,PHARMACORP,Caroline VILLEMUR,PHARMACIE,Sud-Ouest,05 61 95 80 92,21 Place Valentin Abeille,31210,MONTREJEAU,-
GRANDE PHARMACIE- PHARMABEST (ex 15784),17204,,Laurent DURIEUX,PHARMACIE,Val de Loire,02 41 65 63 24,119 bis Rue nationale,49300,CHOLET,X
GRANIER PHARMACIE (EX 3518),14763,,Dorian SANCHEZ,PHARMACIE,Sud-Est,04 66 80 02 42,INTERMARCHE,30250,SOMMIERES,-
GRILLEAU PHARMACIE - PRACTIDOSES,11115,GIROPHARM,Laurent DURIEUX,PHARMACIE,Val de Loire,05 46 01 10 52,1 BIS RUE D'ALIGRE CENTRE COMMERCIAL,17230,MARANS,-
GUEHENNEUX PHARMACIE RPET,10210,PHARMACIE REFERENCE/PHR,Aurore Auffret,PHARMACIE,Bretagne,02 97 51 50 07,3 Rue de Kérentrée,56580,ROHAN,-
GUILLAUD PHARMACIE,3051,,Aurelien COURTOISIER,PHARMACIE,Centre-Est,04 76 42 08 12,"16, Grande Rue",38700,LA TRONCHE,-
GUILLAUME D'ACHON FAM APF,18270,,Aurore Auffret,EMS,Bretagne,02 99 38 39 33,40 BOULEVARD CHARLES PEGUY,35700,RENNES,-
GUILLERAULT PHARMACIE,3966,,Herve QUELO,PHARMACIE,Centre Auvergne,04 70 34 51 60,66 place Yves Deret,03290,DOMPIERRE SUR BESBRE,-
H.A.D OLORON STE MARIE,4765,,Caroline VILLEMUR,AMBULATOIRE,Sud-Ouest,05 59 10 01 55,11 ave Charles et Henri Moureu,64400,OLORON STE MARIE,-
