Désignation,Référence,Enseigne,Représentant,Famille,Secteur,Tél,adresse,code_postal,commune,TOPCLIENT,longitude,latitude,result_score,result_score_next,result_label,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
COLISEE EHPAD SARMATIA,13965,COLISEE,Celine LUCION,EHPAD,Grand Nord-Est,03 26 73 21 26,24 Rue Bénard,51250,SERMAIZE LES BAINS,-,4.909028,48.786686,0.9076085645933013,,24 Rue Benard 51250 Sermaize-les-Bains,housenumber,51531_0060_00024,24,24 Rue Benard,Rue Benard,51250,Sermaize-les-Bains,"51, Marne, Grand Est",51531,,,,ok
COLISEE EHPADLES CLOS ST MARTIN D'ABLOIS EHPAD (EX-PROMEDIK),4503,COLISEE,Celine LUCION,EHPAD,Grand Nord-Est,03 26 57 24 24,2 AVENUE DE PARIS,51530,SAINT MARTIN D'ABLOIS,-,3.853291,49.005868,0.8733819191919191,,Avenue de Paris 51530 Saint-Martin-d'Ablois,street,51002_0200,,Avenue de Paris,Avenue de Paris,51530,Saint-Martin-d'Ablois,"51, Marne, Grand Est",51002,,,,ok
COLISEE RESIDENCE LE HAUT DE TICHEMONT,8322,COLISEE,Celine LUCION,EHPAD,Grand Nord-Est,03 82 47 11 47,3 ter avenue Sainte Barbe,54780,GIRAUMONT,-,5.91318,49.171822,0.8460148917748918,0.4146349802371541,3ter Avenue Sainte Barbe 54780 Giraumont,housenumber,54227_0330_00003_ter,3ter,3ter Avenue Sainte Barbe,Avenue Sainte Barbe,54780,Giraumont,"54, Meurthe-et-Moselle, Grand Est",54227,,,,ok
COLISEE RESIDENCE LES CHARMES,5271,COLISEE,Aurelien COURTOISIER,EHPAD,Centre-Est,03 85 81 77 77,BD COMBES - ZAC LES CHARMES,71600,PARAY LE MONIAL,-,4.10898,46.464829,0.6519167161410018,,ZAC des Charmes 71600 Paray-le-Monial,locality,71342_A140,,ZAC des Charmes,,71600,Paray-le-Monial,"71, Saône-et-Loire, Bourgogne-Franche-Comté",71342,,,,ok
COLONEL PICOT EHPAD,3136,,Dorian SANCHEZ,EHPAD,Sud-Est,04 94 42 51 80,A/A de Monsieur Mathieu Maréchal,83160,LA VALETTE DU VAR,-,6.002457,43.138621,0.5078602864259029,,Avenue du Marechal Alphonse Juin 83160 La Valette-du-Var,street,83144_0599,,Avenue du Marechal Alphonse Juin,Avenue du Marechal Alphonse Juin,83160,La Valette-du-Var,"83, Var, Provence-Alpes-Côte d'Azur",83144,,,,ok
COSTE BAILLS EHPAD,2401,,Dorian SANCHEZ,EHPAD,Sud-Est,04 68 37 34 34,"2, boulevard des Evadés de France",66200,ELNE,-,2.976772,42.595979,0.9180685200845666,,2 Boulevard des Evades de France 66200 Elne,housenumber,66065_0359_00002,2,2 Boulevard des Evades de France,Boulevard des Evades de France,66200,Elne,"66, Pyrénées-Orientales, Occitanie",66065,,,,ok
CROIX-ROUGE RUSSE EHPAD,2548,,Dorian SANCHEZ,EHPAD,Sud-Est,04 97 00 02 49,"34, avenue Caravadossi",06000,NICE,-,7.266683,43.712287,0.9221199999999999,0.5825466985645933,34 Avenue Caravadossi 06000 Nice,housenumber,06088_1130_00034,34,34 Avenue Caravadossi,Avenue Caravadossi,06000,Nice,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",06088,,,,ok
D'ALIGRE EHPAD,8098,,Laurent DURIEUX,EHPAD,Val de Loire,05 46 01 10 05,20 rue des Moulins,17230,MARANS,-,-0.994975,46.307124,0.9007680645161289,0.6526760606060605,20 Rue des Moulins 17230 Marans,housenumber,17218_1040_00020,20,20 Rue des Moulins,Rue des Moulins,17230,Marans,"17, Charente-Maritime, Nouvelle-Aquitaine",17218,,,,ok
D'ARGENSON - EHPAD RESIDENCE,8381,,Celine LUCION,EHPAD,Grand Nord-Est,03 89 48 13 03,"4, rue de la Synagogue",68540,BOLLWILLER,-,7.260042,47.859257,0.9069485645933013,,4 Rue de la Synagogue 68540 Bollwiller,housenumber,68043_0760_00004,4,4 Rue de la Synagogue,Rue de la Synagogue,68540,Bollwiller,"68, Haut-Rhin, Grand Est",68043,,,,ok
D'ARLANC EHPAD,3686,,Herve QUELO,EHPAD,Centre Auvergne,04 73 95 88 88,13 place des L'Ouche,63220,ARLANC,-,3.725305,45.419778,0.8148683422459891,0.7334496103896103,13 Place de l’Ouche 63220 Arlanc,housenumber,63010_0350_00013,13,13 Place de l’Ouche,Place de l’Ouche,63220,Arlanc,"63, Puy-de-Dôme, Auvergne-Rhône-Alpes",63010,,,,ok
DE BAILLOT EHPAD,1515,,Laurent DURIEUX,EHPAD,Val de Loire,05 65 37 06 66,Rue Edmond Michelet,46200,SOUILLAC,-,1.479271,44.891643,0.898604973262032,,Rue Edmond Michelet 46200 Souillac,street,46309_0121,,Rue Edmond Michelet,Rue Edmond Michelet,46200,Souillac,"46, Lot, Occitanie",46309,,,,ok
DE BOIS D'OLIVES EHPAD,8445,Fondation Père Favron,Export,EHPAD,Dom-Tom,0262 91 73 00,50 chemin Palma - Bois d’Olives,97410,SAINT PIERRE,-,55.456211,-21.303048,0.5781894214876032,,Chemin Marcelin Palma 97410 Saint-Pierre,street,97416_0770,,Chemin Marcelin Palma,Chemin Marcelin Palma,97410,Saint-Pierre,"974, La Réunion",97416,,,,ok
DE BRAS LONG EHPAD,8447,Fondation Père Favron,Export,EHPAD,Dom-Tom,0262 71 71 00,"120, route du Bras Long",97414,ENTRE DEUX,-,55.471392,-21.236075,0.7253311973392461,,120 Rue Bras Long 97414 Entre-Deux,housenumber,97403_0040_00120,120,120 Rue Bras Long,Rue Bras Long,97414,Entre-Deux,"974, La Réunion",97403,,,,ok
DE CLAIRVANS EHPAD,17624,COLISEE,Aurelien COURTOISIER,EHPAD,Centre-Est,03 84 37 70 88,10 RUE DE CLAIRVANS,39380,CHAMBLAY,-,5.692699,46.989892,0.8923940641711229,,10 Rue de Clairvans 39380 Chamblay,housenumber,39093_0004_00010,10,10 Rue de Clairvans,Rue de Clairvans,39380,Chamblay,"39, Jura, Bourgogne-Franche-Comté",39093,,,,ok
DE FRONTENAUD EHPAD,15216,,Aurelien COURTOISIER,EHPAD,Centre-Est,03 85 71 30 10,495 ROUTE DU CHATEAU DES CROZES,71580,FRONTENAUD,-,5.307203,46.540854,0.9034957575757575,0.5043116083916084,495 Route du Château des Crozes 71580 Frontenaud,housenumber,71209_0060_00495,495,495 Route du Château des Crozes,Route du Château des Crozes,71580,Frontenaud,"71, Saône-et-Loire, Bourgogne-Franche-Comté",71209,,,,ok
DE LA BELLE ETOILE EHPAD,16129,,Celine LUCION,EHPAD,Grand Nord-Est,02 35 55 10 03,33 RUE JACQUES PREVERT,76290,MONTIVILLIERS,-,0.176822,49.547541,0.9208754112554111,,33 Rue Jacques Prévert 76290 Montivilliers,housenumber,76447_0455_00033,33,33 Rue Jacques Prévert,Rue Jacques Prévert,76290,Montivilliers,"76, Seine-Maritime, Normandie",76447,,,,ok
DE LA CAVALERIE EHPAD,4210,COLISEE,Laurent DURIEUX,EHPAD,Val de Loire,05 53 73 49 00,37 rue Salvador Allende,24130,PRIGONRIEUX,-,0.403694,44.856295,0.9153495565410199,,37 Rue Salvador Allende 24130 Prigonrieux,housenumber,24340_0115_00037,37,37 Rue Salvador Allende,Rue Salvador Allende,24130,Prigonrieux,"24, Dordogne, Nouvelle-Aquitaine",24340,,,,ok
DE LA GRANDE LANDE EHPAD,5880,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 58 08 91 88,271 rue de la Gare,40410,PISSOS,-,-0.780886,44.305205,0.8903044281524926,0.6089251105651106,271 Rue de la Gare 40410 Pissos,housenumber,40227_0330_00271,271,271 Rue de la Gare,Rue de la Gare,40410,Pissos,"40, Landes, Nouvelle-Aquitaine",40227,,,,ok
DE LEMBEYE AASS Sud Aquitaine Ehpad,10357,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 32 07 05,Ehpad Lembeye,64350,LEMBEYE,X,-0.106193,43.450766,0.44501132867132864,0.4138931129476584,Lembeye,municipality,64331,,Lembeye,,64350,Lembeye,"64, Pyrénées-Atlantiques, Nouvelle-Aquitaine",64331,,,,ok
DE LURCY LEVIS EHPAD,4252,,Herve QUELO,EHPAD,Centre Auvergne,04 70 67 34 00,Rue du Paulat,03320,LURCY LEVIS,-,2.939417,46.722658,0.7891761983471074,0.6322933971291866,Rue de Paulat 03320 Lurcy-Lévis,street,03155_0471,,Rue de Paulat,Rue de Paulat,03320,Lurcy-Lévis,"03, Allier, Auvergne-Rhône-Alpes",03155,,,,ok
DE MAUPERTHUIS EHPAD,12547,,Aurore Auffret,EHPAD,Bretagne,02 40  75 49 92,20 Rue Etienne Lemerle,44400,REZE,-,-1.563435,47.187878,0.9121644903581267,,20 Rue Etienne Lemerle 44400 Rezé,housenumber,44143_1230_00020,20,20 Rue Etienne Lemerle,Rue Etienne Lemerle,44400,Rezé,"44, Loire-Atlantique, Pays de la Loire",44143,,,,ok
DE MONSEGUR EHPAD,9197,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 56 61 60 50,53 rue Saint Jean,33580,MONSEGUR,-,0.083193,44.651507,0.898651818181818,0.561700909090909,53 Rue Saint-jean 33580 Monségur,housenumber,33289_0160_00053,53,53 Rue Saint-jean,Rue Saint-jean,33580,Monségur,"33, Gironde, Nouvelle-Aquitaine",33289,,,,ok
DE RAVINE BLANCHE EHPAD,8448,Fondation Père Favron,Export,EHPAD,Dom-Tom,02 62 71 67 00,82 boulevard Hubert Delisle,97410,SAINT PIERRE,-,55.466092,-21.342852,0.9380143083003952,0.6986932282003709,82 Boulevard Hubert Delisle 97410 Saint-Pierre,housenumber,97416_0170_00082,82,82 Boulevard Hubert Delisle,Boulevard Hubert Delisle,97410,Saint-Pierre,"974, La Réunion",97416,,,,ok
DE RAYMOND EHPAD RESIDENCE,13935,Fondation Partage et Vie (ex Caisse d'Epargne),Caroline VILLEMUR,EHPAD,Sud-Ouest,05 53 47 02 98,"36, Cours Washington",47000,AGEN,-,0.619643,44.202256,0.9074384848484849,,36 Cours Washington 47000 Agen,housenumber,47001_3870_00036,36,36 Cours Washington,Cours Washington,47000,Agen,"47, Lot-et-Garonne, Nouvelle-Aquitaine",47001,,,,ok
DE SAINTE FLORINE EHPAD,3915,,Herve QUELO,EHPAD,Centre Auvergne,04 73 54 14 97,"3, rue Pasteur",43250,STE FLORINE,-,3.319721,45.406627,0.7761454545454546,,3 Rue Pasteur 43250 Sainte-Florine,housenumber,43185_0510_00003,3,3 Rue Pasteur,Rue Pasteur,43250,Sainte-Florine,"43, Haute-Loire, Auvergne-Rhône-Alpes",43185,,,,ok
DE VOLVIC EHPAD,4304,,Herve QUELO,EHPAD,Centre Auvergne,04 73 33 43 83,"6, rue Pont Chaput",63530,VOLVIC,-,3.039758,45.871077,0.7620807162534434,,Rue du Pont Chaput 63530 Volvic,street,63470_0340,,Rue du Pont Chaput,Rue du Pont Chaput,63530,Volvic,"63, Puy-de-Dôme, Auvergne-Rhône-Alpes",63470,,,,ok
DE YENNE EHPAD,7639,,Aurelien COURTOISIER,EHPAD,Centre-Est,04 79 36 93 36,127 Route de Chambuet,73170,YENNE,-,5.75805,45.698459,0.9024544903581266,0.5660977922077921,127 Route de Chambuet 73170 Yenne,housenumber,73330_0083_00127,127,127 Route de Chambuet,Route de Chambuet,73170,Yenne,"73, Savoie, Auvergne-Rhône-Alpes",73330,,,,ok
DES COURCELLES EHPAD,17188,DOMUSVI,Aurelien COURTOISIER,EHPAD,Centre-Est,03 84 80 08 00,9 AV JEAN FRANCOIS TOMASSIN,39700,ROCHEFORT SUR NENON,-,5.556027,47.124431,0.7594083359013867,,9 Rue Jean-François Thomassin 39700 Rochefort-sur-Nenon,housenumber,39462_0213_00009,9,9 Rue Jean-François Thomassin,Rue Jean-François Thomassin,39700,Rochefort-sur-Nenon,"39, Jura, Bourgogne-Franche-Comté",39462,,,,ok
DES REMPARTS EHPAD SEDNA,7295,SEDNA,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 53 68 31 41,7 Rue André Mazeau,47000,AGEN,-,0.622196,44.207106,0.9011840752351096,,7 Rue André Mazeau 47000 Agen,housenumber,47001_0130_00007,7,7 Rue André Mazeau,Rue André Mazeau,47000,Agen,"47, Lot-et-Garonne, Nouvelle-Aquitaine",47001,,,,ok
DES VOSGES EHPAD,4629,,Celine LUCION,EHPAD,Grand Nord-Est,03 89 50 25 01,15 rue des Voges,68270,WITTENHEIM,-,7.335619,47.806639,0.8355835064935064,0.7356609090909091,15 Rue des Vosges 68270 Wittenheim,housenumber,68376_1330_00015,15,15 Rue des Vosges,Rue des Vosges,68270,Wittenheim,"68, Haut-Rhin, Grand Est",68376,,,,ok
DOMAINE DE COULOMME EHPAD,5736,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 59 38 79 79,Domaine de Coulomme,64390,SAUVETERRE DE BEARN,X,-0.928583,43.406732,0.7459638218923933,,Chemin de Coulomme 64390 Sauveterre-de-Béarn,street,64513_0470,,Chemin de Coulomme,Chemin de Coulomme,64390,Sauveterre-de-Béarn,"64, Pyrénées-Atlantiques, Nouvelle-Aquitaine",64513,,,,ok
DOMAINE DE L'OLIVIER,5816,SGA,Dorian SANCHEZ,EHPAD,Sud-Est,04 42 12 57 80,268 route de Mimet,13120,GARDANNE,-,5.474988,43.449458,0.6648760606060605,0.5662363636363635,268 Avenue de Mimet 13120 Gardanne,housenumber,13041_0784_00268,268,268 Avenue de Mimet,Avenue de Mimet,13120,Gardanne,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",13041,,,,ok
DOMAINE DES TUILERIES EHPAD,4450,,Celine LUCION,EHPAD,Grand Nord-Est,03 20 22 44 38,7 PLACE DES ANCIENS COMBATTANTS,59840,PERENCHIES,-,2.979128,50.665317,0.9182393939393938,,7 Place des Anciens Combattants 59840 Pérenchies,housenumber,59457_0326_00007,7,7 Place des Anciens Combattants,Place des Anciens Combattants,59840,Pérenchies,"59, Nord, Hauts-de-France",59457,,,,ok
DOMAINE DU CHATEAU EHPAD,15083,,Aurelien COURTOISIER,EHPAD,Centre-Est,03 85 84 30 00,49 RUE DE BOURGOGNE,71600,PARAY LE MONIAL,-,4.105139,46.461795,0.9187668292682925,0.6209388932806325,49 Rue de Bourgogne 71600 Paray-le-Monial,housenumber,71342_0105_00049,49,49 Rue de Bourgogne,Rue de Bourgogne,71600,Paray-le-Monial,"71, Saône-et-Loire, Bourgogne-Franche-Comté",71342,,,,ok
DOMITYS,16803,,Dorian SANCHEZ,EHPAD,Sud-Est,04 20 58 00 00,LE JARDIN DES PALMIERS,20000,AJACCIO,-,8.728715,41.927619,0.555254081237911,,Les Jardins de l’Empereur 20000 Ajaccio,street,2A004_B111,,Les Jardins de l’Empereur,Les Jardins de l’Empereur,20000,Ajaccio,"2A, Corse-du-Sud, Corse",2A004,,,,ok
DU BIGNON RESIDENCE,13095,,Aurore Auffret,EHPAD,Bretagne,02 99 69 49 43,Impasse Francois Phily,35720,PLEUGUENEUC,-,-1.905337,48.395963,0.8964909090909089,,Impasse François Phily 35720 Pleugueneuc,street,35226_0032,,Impasse François Phily,Impasse François Phily,35720,Pleugueneuc,"35, Ille-et-Vilaine, Bretagne",35226,,,,ok
DU BOIS JOLI - COLISEE - BONNETAGE,10029,COLISEE,Aurelien COURTOISIER,EHPAD,Centre-Est,03 81 68 57 00,"1, chemin de la Cornaye",25210,BONNETAGE,-,6.725509,47.183485,0.8926612918660286,,1 Chemin de la Cornaye 25210 Bonnétage,housenumber,25074_0092_00001,1,1 Chemin de la Cornaye,Chemin de la Cornaye,25210,Bonnétage,"25, Doubs, Bourgogne-Franche-Comté",25074,,,,ok
DU CHATEAU DU BOIS D'HURE EHPAD,7984,,Laurent DURIEUX,EHPAD,Val de Loire,05 46 67 66 38,Rue du Bois d'Huré,17140,LAGORD,-,-1.143719,46.189394,0.9003144281524925,0.7520677922077922,Rue du Bois d'Huré 17140 Lagord,street,17200_0026,,Rue du Bois d'Huré,Rue du Bois d'Huré,17140,Lagord,"17, Charente-Maritime, Nouvelle-Aquitaine",17200,,,,ok
DU HAUT CHABLAIS EHPAD,4795,,Aurelien COURTOISIER,EHPAD,Centre-Est,04 50 74 41 45,"32, Impasse Aléxis Léaud",74430,ST JEAN D'AULPS,-,6.658919,46.230176,0.8189016883116882,,32 Impasse Alexis Léaud 74430 Saint-Jean-d'Aulps,housenumber,74238_0080_00032,32,32 Impasse Alexis Léaud,Impasse Alexis Léaud,74430,Saint-Jean-d'Aulps,"74, Haute-Savoie, Auvergne-Rhône-Alpes",74238,,,,ok
DU HAUT CHABLAIS EHPAD,6581,,Aurelien COURTOISIER,EHPAD,Centre-Est,04 50 73 39 87,Lieu-dit Les Auxdevex,74360,VACHERESSE,-,6.677936,46.325856,0.5188437549407114,0.4522959925788497,Route de leschaux 74360 Vacheresse,street,74286_0750,,Route de leschaux,Route de leschaux,74360,Vacheresse,"74, Haute-Savoie, Auvergne-Rhône-Alpes",74286,,,,ok
DU MANOIRE EHPAD,2927,,Laurent DURIEUX,EHPAD,Val de Loire,05 53 07 55 42,Lieu dit le Bourg,24330,ST PIERRE DE CHIGNAC,-,0.864323,45.133462,0.5039987878787878,0.5025162998405104,Route de Lardimalie 24330 Saint-Pierre-de-Chignac,street,24484_0590,,Route de Lardimalie,Route de Lardimalie,24330,Saint-Pierre-de-Chignac,"24, Dordogne, Nouvelle-Aquitaine",24484,,,,ok
DU MARSAN EHPAD,6391,,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 58 05 68 80,54 rue Vice Amiral Georges Gayral,40000,MONT DE MARSAN,-,-0.508668,43.888555,0.7573973354231974,,54 Rue du Vice Amiral G Gayral 40000 Mont-de-Marsan,housenumber,40192_2326_00054,54,54 Rue du Vice Amiral G Gayral,Rue du Vice Amiral G Gayral,40000,Mont-de-Marsan,"40, Landes, Nouvelle-Aquitaine",40192,,,,ok
DU MOULIN DES PRES EHPAD,3345,,Celine LUCION,EHPAD,Grand Nord-Est,02 35 80 61 61,7 Rue Saintonge,76240,LE MESNIL ESNARD,-,1.14887,49.40844,0.8463934368070953,,7 Rue de Saintonge 76240 Le Mesnil-Esnard,housenumber,76429_0291_00007,7,7 Rue de Saintonge,Rue de Saintonge,76240,Le Mesnil-Esnard,"76, Seine-Maritime, Normandie",76429,,,,ok
DU PARC RESIDENCE,16066,,Aurore Auffret,EHPAD,Bretagne,02 96 27 21 50,a/a de Mme SAVARY,22650,PLOUBALAY,-,-2.133737,48.581502,0.47501656565656564,0.4668938277511961,rue de Floubalay 22650 Beaussais-sur-Mer,street,22209_0066,,rue de Floubalay,rue de Floubalay,22650,Beaussais-sur-Mer,"22, Côtes-d'Armor, Bretagne",22209,22209,Ploubalay,,ok
DU PARC RESIDENCE,16426,,Niels COLLEU,EHPAD,Normandie,02 33 56 63 10,3 rue Carbonnel,50750,CANISY,-,-1.174513,49.076571,0.805399706744868,,3 Rue de Carbonnel 50750 Canisy,housenumber,50095_0014_00003,3,3 Rue de Carbonnel,Rue de Carbonnel,50750,Canisy,"50, Manche, Normandie",50095,50095,Canisy,,ok
DU PAYS D'ALBRET EHPAD,5878,CCAS,Caroline VILLEMUR,EHPAD,Sud-Ouest,05 58 51 01 80,83 route de Luxey,40420,LABRIT,-,-0.544772,44.105487,0.8858212121212121,,83 Route de Luxey 40420 Labrit,housenumber,40135_0018_00083,83,83 Route de Luxey,Route de Luxey,40420,Labrit,"40, Landes, Nouvelle-Aquitaine",40135,,,,ok
DU ROMARIN FOYER EHPAD,1248,,Dorian SANCHEZ,EHPAD,Sud-Est,04 67 02 34 50,"246, Rue du Romarin",34830,CLAPIERS,-,3.882474,43.658213,0.9026044903581267,0.5622799999999999,246 Rue du Romarin 34830 Clapiers,housenumber,34077_0056_00246,246,246 Rue du Romarin,Rue du Romarin,34830,Clapiers,"34, Hérault, Occitanie",34077,,,,ok
DU VAL ELORN RESIDENCE,15125,CCAS,Aurore Auffret,EHPAD,Bretagne,02 98 68 82 40,60 Rue de Brest,29450,SIZUN,-,-4.085193,48.409389,0.8890035690235689,,60 Rue de Brest 29450 Sizun,housenumber,29277_0100_00060,60,60 Rue de Brest,Rue de Brest,29450,Sizun,"29, Finistère, Bretagne",29277,,,,ok
E.H.P.A.D. NOEL SARROLA (L'OLIVIER BLEU),8789,,Dorian SANCHEZ,EHPAD,Sud-Est,04 95 27 98 00,CARCOPINO,20167,SARROLA CARCOPINO,-,8.8386,42.023119,0.893077217630854,0.6842679220779221,Carcopino 20167 Sarrola-Carcopino,street,2a271_9o80b3,,Carcopino,Carcopino,20167,Sarrola-Carcopino,"2A, Corse-du-Sud, Corse",2A271,,,,ok
EAM - EANM CROIX MARINE,5091,,Herve QUELO,EHPAD,Centre Auvergne,04 73 84 03 91,19 avenue du Puy Marmant,63670,LE CENDRE,-,3.191346,45.715184,0.9140445454545454,,19 avenue du Puy Marmant 63670 Le Cendre,housenumber,63069_0274_00019,19,19 avenue du Puy Marmant,avenue du Puy Marmant,63670,Le Cendre,"63, Puy-de-Dôme, Auvergne-Rhône-Alpes",63069,,,,ok
ECHASSIERES EHPAD,3768,,Herve QUELO,EHPAD,Centre Auvergne,04 70 90 66 66,Le Bourg,03330,ECHASSIERES,-,2.935825,46.193576,0.6037281818181818,0.5218868531468531,Échassières,municipality,03108,,Échassières,,03330,Échassières,"03, Allier, Auvergne-Rhône-Alpes",03108,,,,ok
ECUREUIL EHPAD,5862,,Dorian SANCHEZ,EHPAD,Sud-Est,04 67 88 43 00,25 av de la République,34700,LODEVE,-,3.319441,43.731506,0.7633725307125306,0.7534416083916083,Rue de la Republique 34700 Lodève,street,34142_0970,,Rue de la Republique,Rue de la Republique,34700,Lodève,"34, Hérault, Occitanie",34142,,,,ok
EFFIAT EHPAD,3113,,Herve QUELO,EHPAD,Centre Auvergne,04 73 63 49 76,"45, rue Antoine Coiffier",63260,EFFIAT,-,3.261833,46.036704,0.9034185858585858,,45 Rue Antoine Coiffier 63260 Effiat,housenumber,63143_0005_00045,45,45 Rue Antoine Coiffier,Rue Antoine Coiffier,63260,Effiat,"63, Puy-de-Dôme, Auvergne-Rhône-Alpes",63143,,,,ok
EHPA L'ORATOIRE,8868,,Dorian SANCHEZ,EHPAD,Sud-Est,05 65 47 05 31,Le Bourg,12800,SAUVETERRE DE ROUERGUE,-,2.314574,44.247484,0.7175918181818182,0.7066918181818181,le Bès 12800 Sauveterre-de-Rouergue,street,12262_mwbg1a,,le Bès,le Bès,12800,Sauveterre-de-Rouergue,"12, Aveyron, Occitanie",12262,,,,ok
EHPAD,0778,,Dorian SANCHEZ,EHPAD,Sud-Est,05 65 58 40 00,Route de Millau,12230,NANT,-,3.299544,44.024484,0.8761226573426573,,Route de Millau 12230 Nant,street,12168_0080,,Route de Millau,Route de Millau,12230,Nant,"12, Aveyron, Occitanie",12168,,,,ok
EHPAD ABRAPA NEUDORF - STRASBOURG,9668,,Celine LUCION,EHPAD,Grand Nord-Est,03 88 44 02 02,"6, rue Sainte Agnès",67100,STRASBOURG,X,7.761225,48.56528,0.9193346753246753,,6 Rue Sainte-Agnès 67100 Strasbourg,housenumber,67482_6070_00006,6,6 Rue Sainte-Agnès,Rue Sainte-Agnès,67100,Strasbourg,"67, Bas-Rhin, Grand Est",67482,,,,ok
EHPAD AMITIE ET PÄRTAGE,17926,,IDF,EHPAD,Ile de France,01 53 63 63 00,83 RUE DE SEVRES,75006,PARIS 06,-,2.327584,48.843789,0.4929248051948052,0.38035010101010097,Rue de Cicé 75006 Paris,street,75106_2039,,Rue de Cicé,Rue de Cicé,75006,Paris,"75, Paris, Île-de-France",75106,,,Paris 6e Arrondissement,ok
EHPAD ANDRE MAGINOT,9542,,Herve QUELO,EHPAD,Centre Auvergne,02 48 52 95 60,Route de bourges,18330,NEUVY SUR BARANGEON,-,2.25989,47.312477,0.9103054112554112,,Route de Bourges 18330 Neuvy-sur-Barangeon,street,18165_0007,,Route de Bourges,Route de Bourges,18330,Neuvy-sur-Barangeon,"18, Cher, Centre-Val de Loire",18165,,,,ok
EHPAD ASIMAT LA GRAND-MAISON,16493,,Celine LUCION,EHPAD,Grand Nord-Est,03 25 49 00 88,2 RUE BENOIT MALON,10300,STE SAVINE,-,4.060859,48.294051,0.8012934731934731,,2 Rue Benoit Malon 10300 Sainte-Savine,housenumber,10362_0060_00002,2,2 Rue Benoit Malon,Rue Benoit Malon,10300,Sainte-Savine,"10, Aube, Grand Est",10362,,,,ok
EHPAD AVININ JOHANNEL,9446,,Herve QUELO,EHPAD,Centre Auvergne,04 71 23 03 25,40 avenue du Général de Gaulle,15500,MASSIAC,-,3.198555,45.255339,0.9178331404958678,,40 Avenue du Général de Gaulle 15500 Massiac,housenumber,15119_0109_00040,40,40 Avenue du Général de Gaulle,Avenue du Général de Gaulle,15500,Massiac,"15, Cantal, Auvergne-Rhône-Alpes",15119,,,,ok
EHPAD CROIX ROUGE LA BELLE IDEE,13893,LA CROIX ROUGE FRANCAISE,Herve QUELO,EHPAD,Centre Auvergne,03 86 91 58 00,7 rue Pierre Larousse,89110,AILLANT SUR THOLON,-,3.347211,47.872606,0.6391129313543598,,7 Rue Pierre Larousse 89110 Montholon,housenumber,89003_0490_00007,7,7 Rue Pierre Larousse,Rue Pierre Larousse,89110,Montholon,"89, Yonne, Bourgogne-Franche-Comté",89003,89003,Aillant-sur-Tholon,,ok
EHPAD DE CHANTELLE,17742,,Herve QUELO,EHPAD,Centre Auvergne,04 70 90 63 20,18 Place de la Chaume,03140,CHANTELLE,-,3.159546,46.240867,0.8977990417690417,0.47340441558441554,18 Place de la Chaume 03140 Chantelle,housenumber,03053_0049_00018,18,18 Place de la Chaume,Place de la Chaume,03140,Chantelle,"03, Allier, Auvergne-Rhône-Alpes",03053,,,,ok
EHPAD DE LA FORET,10271,,Herve QUELO,EHPAD,Centre Auvergne,04 71 47 88 00,"2, rue du Puy de Peyre Arse",15130,YTRAC,-,2.360842,44.910428,0.9076831100478467,,2 Rue du Puy de Peyre-arse 15130 Ytrac,housenumber,15267_0082_00002,2,2 Rue du Puy de Peyre-arse,Rue du Puy de Peyre-arse,15130,Ytrac,"15, Cantal, Auvergne-Rhône-Alpes",15267,,,,ok
EHPAD DE LA NAUXE,15670,,Celine LUCION,EHPAD,Grand Nord-Est,03 25 21 33 75,1 RUE GUILLEMOT,10370,VILLENAUXE LA GRANDE,-,3.552654,48.589134,0.9070281385281385,,1 Rue Guillemot 10370 Villenauxe-la-Grande,housenumber,10420_0345_00001,1,1 Rue Guillemot,Rue Guillemot,10370,Villenauxe-la-Grande,"10, Aube, Grand Est",10420,,,,ok
EHPAD DE LIMAGNE,14202,,Herve QUELO,EHPAD,Centre Auvergne,04 71 48 29 36,83 avenue Jean Baptiste Veyre,15000,AURILLAC,-,2.45624,44.938001,0.9297640495867768,,83 Avenue Jean-baptiste Veyre 15000 Aurillac,housenumber,15014_1250_00083,83,83 Avenue Jean-baptiste Veyre,Avenue Jean-baptiste Veyre,15000,Aurillac,"15, Cantal, Auvergne-Rhône-Alpes",15014,,,,ok
EHPAD DE PORH KER,9640,,Aurore Auffret,EHPAD,Bretagne,02 97 59 00 59,4 rue hent Guir,56330,PLUVIGNER,-,-3.011608,47.773094,0.7840960117302053,,4 Hent Guir 56330 Pluvigner,housenumber,56177_g019_00004,4,4 Hent Guir,Hent Guir,56330,Pluvigner,"56, Morbihan, Bretagne",56177,,,,ok
